row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2022 triệu đồng,31/12/2021 triệu đồng,numeric__Thuyết minh,numeric__31/12/2022 triệu đồng,numeric__31/12/2021 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quỳ","TÀI SẢN > Tiền mặt, vàng bạc, đá quỳ","Tiền mặt, vàng bạc, đá quỳ",5,3.743.167,3.473.732,5.0,3743167.0,3473732.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,39.600.185,38.041.371,6.0,39600185.0,38041371.0
Tiền gửi và cho vay các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tin dụng khác,Tiền gửi và cho vay các tổ chức tin dụng khác,7,33.832.911,38.232.485,7.0,33832911.0,38232485.0
Tiền gửi tại các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tin dụng khác,Tiền gửi tại các tổ chức tin dụng khác,,28.822.806,28.477.889,,28822806.0,28477889.0
Cho vay các tổ chức tin dụng khác,TÀI SẢN > Cho vay các tổ chức tin dụng khác,Cho vay các tổ chức tin dụng khác,,5.010.800,9.835.452,,5010800.0,9835452.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,,(695),(80.856),,-695.0,-80856.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,1.220.511,5.614.680,,1220511.0,5614680.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,1.220.511,5.614.680,8.0,1220511.0,5614680.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,-,-,,,
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Dự phòng rủi ro chứng khoán kinh doanh > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,83.828,273.739,9.0,83828.0,273739.0
Cho vay khách hàng,Dự phòng rủi ro chứng khoán kinh doanh > Cho vay khách hàng,Cho vay khách hàng,,424.484.331,333.166.837,,424484331.0,333166837.0
Cho vay khách hàng,Dự phòng rủi ro chứng khoán kinh doanh > Cho vay khách hàng,Cho vay khách hàng,10,435.190.951,341.285.497,10.0,435190951.0,341285497.0
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(10.706.620),(8.118.660),11.0,-10706620.0,-8118660.0
Hoạt động mua nợ,Dự phòng rủi ro chứng khoán kinh doanh > Hoạt động mua nợ,Hoạt động mua nợ,12,1.006.733,1.766,12.0,1006733.0,1766.0
Mua nợ,Dự phòng rủi ro chứng khoán kinh doanh > Mua nợ,Mua nợ,,1.019.898,3.585,,1019898.0,3585.0
Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(13.165),(1.819),,-13165.0,-1819.0
Chứng khoán đầu tư,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư,Chứng khoán đầu tư,,153.555.371,123.932.138,,153555371.0,123932138.0
Chứng khoán đầu tư sản sàng để bán,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư sản sàng để bán,Chứng khoán đầu tư sản sàng để bán,13.1,152.053.008,122.210.871,131.0,152053008.0,122210871.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro chứng khoán kinh doanh > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,1.882.935,2.139.335,132.0,1882935.0,2139335.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.4,(380.572),(418.068),134.0,-380572.0,-418068.0
"Góp vốn, đầu tư dài hạn","Dự phòng rủi ro chứng khoán kinh doanh > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14,5.805.632,5.322.641,14.0,5805632.0,5322641.0
Đầu tư vào công ty con,Dự phòng rủi ro chứng khoán kinh doanh > Đầu tư vào công ty con,Đầu tư vào công ty con,14.1,5.464.394,4.980.566,141.0,5464394.0,4980566.0
Đầu tư dài hạn khác,Dự phòng rủi ro chứng khoán kinh doanh > Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,374.373,374.850,142.0,374373.0,374850.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,14.2,(33.135),(32.775),142.0,-33135.0,-32775.0
Tài sản cố định,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định,Tài sản cố định,,4.199.527,3.955.265,,4199527.0,3955265.0
Tài sản cố định hữu hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,3.153.181,2.938.131,15.0,3153181.0,2938131.0
Nguyễn giá,Dự phòng rủi ro chứng khoán kinh doanh > Nguyễn giá,Nguyễn giá,,6.463.044,5.550.476,,6463044.0,5550476.0
Khẩu hao lũy kế,Dự phòng rủi ro chứng khoán kinh doanh > Khẩu hao lũy kế,Khẩu hao lũy kế,,(3.309.863),(2.612.345),,-3309863.0,-2612345.0
Tài sản cố định vô hình,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố định vô hình,Tài sản cố định vô hình,16,1.046.346,1.017.134,16.0,1046346.0,1017134.0
Nguyễn giá,Dự phòng rủi ro chứng khoán kinh doanh > Nguyễn giá,Nguyễn giá,,2.630.922,2.270.222,,2630922.0,2270222.0
Hao mòn lũy kế,Dự phòng rủi ro chứng khoán kinh doanh > Hao mòn lũy kế,Hao mòn lũy kế,,(1.584.576),(1.253.088),,-1584576.0,-1253088.0
Tài sản cố khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố khác,Tài sản cố khác,,23.132.388,24.994.999,,23132388.0,24994999.0
Các khoản phải thu,Dự phòng rủi ro chứng khoán kinh doanh > Các khoản phải thu,Các khoản phải thu,17.1,15.492.152,20.374.777,171.0,15492152.0,20374777.0
"Các khoản lãi, phí phải thu","Dự phòng rủi ro chứng khoán kinh doanh > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,5.895.530,3.911.181,,5895530.0,3911181.0
Tài sản cố khác,Dự phòng rủi ro chứng khoán kinh doanh > Tài sản cố khác,Tài sản cố khác,17.2,1.772.414,729.049,172.0,1772414.0,729049.0
Trong đó: Lợi thế thương mại,Dự phòng rủi ro chứng khoán kinh doanh > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,18,28.568,38.090,18.0,28568.0,38090.0
Dự phòng rủi ro cho các tài sản có nội bảng khác,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng rủi ro cho các tài sản có nội bảng khác,Dự phòng rủi ro cho các tài sản có nội bảng khác,17.3,(27.708),(20.008),173.0,-27708.0,-20008.0
TỔNG TÀI SẢN CÓ,Dự phòng rủi ro chứng khoán kinh doanh > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,690.664.584,577.009.653,,690664584.0,577009653.0
