row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Thuyết minh,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tư nhận được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tư nhận được,Thu nhập lãi và các khoản thu nhập tương tư nhận được,,43.737.987,33.422.266,,43737987.0,33422266.0
Chi phí lãi và các chi phí tương tự đã trả,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(14.158.369),(12.115.766),,-14158369.0,-12115766.0
Thu nhập từ hoạt động dịch vụ nhân được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhân được,Thu nhập từ hoạt động dịch vụ nhân được,,1.639.691,1.899.957,,1639691.0,1899957.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,3.071.251,2.895.619,,3071251.0,2895619.0
Thu nhập khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,677.748,559.799,,677748.0,559799.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",32,1.255.657,2.427.805,32.0,1255657.0,2427805.0
"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(9.927.125),(8.746.509),,-9927125.0,-8746509.0
Tiền thuế thu nhập thực nộp trong năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,36,(1.837.276),(2.515.243),36.0,-1837276.0,-2515243.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,24.459.564,17.827.928,,24459564.0,17827928.0
Những thay đổi về tài sản hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(113.755.610),(101.475.118),,-113755610.0,-101475118.0
Giảm/ (Tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/ (Tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,Giảm/ (Tăng) các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,4.825.234,(6.135.062),,4825234.0,-6135062.0
Tăng các khoản về kinh doanh chứng khoán,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(25.191.568),(30.350.141),,-25191568.0,-30350141.0
Giảm/ (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/ (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/ (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,189.911,(247.473),,189911.0,-247473.0
Tăng các khoản cho vay khách hàng,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(94.921.767),(57.288.702),,-94921767.0,-57288702.0
