row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2022 triệu đồng,31/12/2021 triệu đồng,numeric__Thuyết minh,numeric__31/12/2022 triệu đồng,numeric__31/12/2021 triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và NHNN,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,19,31.788,262.281,19.0,31788.0,262281.0
Tiền gửi và vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tin dụng khác,Tiền gửi và vay các tổ chức tin dụng khác,,52.100.333,46.808.878,,52100333.0,46808878.0
Tiền gửi của các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi của các tổ chức tin dụng khác,Tiền gửi của các tổ chức tin dụng khác,20.1,31.839.080,11.250.410,201.0,31839080.0,11250410.0
Vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Vay các tổ chức tin dụng khác,Vay các tổ chức tin dụng khác,20.2,20.261.253,35.558.468,202.0,20261253.0,35558468.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,21,447.477.408,388.999.132,21.0,447477408.0,388999132.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",22,151.190,241.489,22.0,151190.0,241489.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,23,92.657.132,64.093.019,23.0,92657132.0,64093019.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,25.646.506,19.285.955,,25646506.0,19285955.0
"Các khoản lái, phí phải trả","NỘ PHẢI TRẢ > Các khoản lái, phí phải trả","Các khoản lái, phí phải trả",,7.733.881,5.144.992,,7733881.0,5144992.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,24,17.912.598,14.140.963,24.0,17912598.0,14140963.0
Dự phòng rủi ro khác,NỘ PHẢI TRẢ > Dự phòng rủi ro khác,Dự phòng rủi ro khác,,27,-,,27.0,
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,618.064.357,519.690.754,,618064357.0,519690754.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn điều lệ,VỐN CHỦ SỞ HỮU > Vốn điều lệ,Vốn điều lệ,,45.339.861,37.783.218,,45339861.0,37783218.0
Thặng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,,869.327,869.327,,869327.0,869327.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,,-,-,,,
Quỹ của TCTD,Cổ phiếu quỹ > Quỹ của TCTD,Quỹ của TCTD,,8.970.352,7.064.606,,8970352.0,7064606.0
Lợi nhuận chưa phân phối,Cổ phiếu quỹ > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,17.420.687,11.601.748,,17420687.0,11601748.0
TỔNG VỐN CHỦ SỞ HỮU,Cổ phiếu quỹ > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,26,72.600.227,57.318.899,26.0,72600227.0,57318899.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,Cổ phiếu quỹ > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,690.664.584,577.009.653,,690664584.0,577009653.0
