row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,20.318.374,14.398.084,20318374.0,14398084.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản: > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(303.588),(194.827),-303588.0,-194827.0
- Thu nhập thuần của chi nhánh nước ngoài,Điều chỉnh cho các khoản: > - Thu nhập thuần của chi nhánh nước ngoài,- Thu nhập thuần của chi nhánh nước ngoài,(40.159),(78.105),-40159.0,-78105.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản: > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,19.205,14.792,19205.0,14792.0
Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Điều chỉnh cho các khoản: > Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Thu nhập chịu thuế ước tính trong năm tại Việt Nam,19.993.832,14.139.944,19993832.0,14139944.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,,,,
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Chi phí thuế TNDN trong năm > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),3.998.766,2.827.989,3998766.0,2827989.0
Thuế TNDN của các chi nhánh nước ngoài,Chi phí thuế TNDN trong năm > Thuế TNDN của các chi nhánh nước ngoài,Thuế TNDN của các chi nhánh nước ngoài,9.521,15.674,9521.0,15674.0
Tổng chi phí thuế TNDN phát sinh trong năm,Chi phí thuế TNDN trong năm > Tổng chi phí thuế TNDN phát sinh trong năm,Tổng chi phí thuế TNDN phát sinh trong năm,4.008.287,2.843.663,4008287.0,2843663.0
Thuế TNDN phải trả đầu năm,Chi phí thuế TNDN trong năm > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,798.987,455.911,798987.0,455911.0
Thuế TNDN đã trả trong năm,Chi phí thuế TNDN trong năm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.837.276),(2.515.243),-1837276.0,-2515243.0
Điều chỉnh của chi nhánh nước ngoài,Chi phí thuế TNDN trong năm > Điều chỉnh của chi nhánh nước ngoài,Điều chỉnh của chi nhánh nước ngoài,(3.034),2.985,-3034.0,2985.0
Trích/(hoản nhập) nộp thuế bổ sung,Chi phí thuế TNDN trong năm > Trích/(hoản nhập) nộp thuế bổ sung,Trích/(hoản nhập) nộp thuế bổ sung,(351),13.313,-351.0,13313.0
Điều chỉnh theo KTNN,Chi phí thuế TNDN trong năm > Điều chỉnh theo KTNN,Điều chỉnh theo KTNN,18.323,-,18323.0,
Chênh lệch tỷ giá hối đoài,Chi phí thuế TNDN trong năm > Chênh lệch tỷ giá hối đoài,Chênh lệch tỷ giá hối đoài,(4.056),(1.642),-4056.0,-1642.0
Thuế TNDN phải trả cuối năm,Chi phí thuế TNDN trong năm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,2.980.880,798.987,2980880.0,798987.0
