row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,31/12/2021,31/12/2021_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2021,numeric__31/12/2021_1
,,,triệu đồng,%,triệu đồng,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,20.964.413,"4,82",18.440.306,"5,40",20964413.0,4.82,18440306.0,5.4
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,5.903.926,"1,36",4.629.942,"1,36",5903926.0,1.36,4629942.0,1.36
Công ty TNHH MTV với vốn Nhà nước trên 50%,Công ty TNHH MTV với vốn Nhà nước trên 50%,Công ty TNHH MTV với vốn Nhà nước trên 50%,982.597,"0,23",757.889,"0,22",982597.0,0.23,757889.0,0.22
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,76.846.385,"17,66",66.503.725,"19,49",76846385.0,17.66,66503725.0,19.49
Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,2.488.734,"0,57",3.143.279,"0,92",2488734.0,0.57,3143279.0,0.92
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,115.486.234,"26,54",85.421.224,"25,03",115486234.0,26.54,85421224.0,25.03
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,10.170.166,"2,34",7.370.440,"2,16",10170166.0,2.34,7370440.0,2.16
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,137.155,"0,03",90.999,"0,03",137155.0,0.03,90999.0,0.03
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",199.674.736,"45,86",152.072.652,"44,56",199674736.0,45.86,152072652.0,44.56
"Dịch vụ hành chính sự nghiệp, Đăng,đoàn thể và hiệp hỏi","Dịch vụ hành chính sự nghiệp, Đăng,đoàn thể và hiệp hỏi","Dịch vụ hành chính sự nghiệp, Đăng,đoàn thể và hiệp hỏi",68.920,"0,02",31.873,"0,01",68920.0,0.02,31873.0,0.01
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,74.590,"0,02",64.739,"0,02",74590.0,0.02,64739.0,0.02
Dư nợ tại Chỉ nhánh nước ngoài,Dư nợ tại Chỉ nhánh nước ngoài,Dư nợ tại Chỉ nhánh nước ngoài,2.393.095,"0,55",2.758.429,"0,80",2393095.0,0.55,2758429.0,0.8
,,,435.190.951,"100,00",341.285.497,"100,00",435190951.0,100.0,341285497.0,100.0
