row_label_raw,row_label_full,col_0,Năm 2022triệu đồng,Năm 2021triệu đồng,numeric__Năm 2022triệu đồng,numeric__Năm 2021triệu đồng
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
"Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")","Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")","Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")",,,,
- Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,"Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"") > - Chi lãi tiền gửi không kỳ hạn và có kỳ hạn",- Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,(7.530),(4.988),-7530.0,-4988.0
- Cổ tức nhận được trong năm,"Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"") > - Cổ tức nhận được trong năm",- Cổ tức nhận được trong năm,35.268,29.390,35268.0,29390.0
"Công ty Cổ phần Chứng khoán MB (""MBS"")","Công ty Cổ phần Chứng khoán MB (""MBS"")","Công ty Cổ phần Chứng khoán MB (""MBS"")",,,,
- Chi phí lãi tiền gửi,"Công ty Cổ phần Chứng khoán MB (""MBS"") > - Chi phí lãi tiền gửi",- Chi phí lãi tiền gửi,(65.819),(44.125),-65819.0,-44125.0
- Chi phí sử dụng dịch vụ của MBS,"Công ty Cổ phần Chứng khoán MB (""MBS"") > - Chi phí sử dụng dịch vụ của MBS",- Chi phí sử dụng dịch vụ của MBS,(49.981),(58.709),-49981.0,-58709.0
Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng,,,,
"Thương mại Cổ phần Quân đối (""MB AMC"")","Thương mại Cổ phần Quân đối (""MB AMC"")","Thương mại Cổ phần Quân đối (""MB AMC"")",,,,
- Chi phí lãi tiền gửi,"Thương mại Cổ phần Quân đối (""MB AMC"") > - Chi phí lãi tiền gửi",- Chi phí lãi tiền gửi,(13.109),(13.569),-13109.0,-13569.0
- Thu phí dịch vụ,"Thương mại Cổ phần Quân đối (""MB AMC"") > - Thu phí dịch vụ",- Thu phí dịch vụ,78.025,61.691,78025.0,61691.0
- Gửi tiền có kỳ hạn tại ngân hàng,"Thương mại Cổ phần Quân đối (""MB AMC"") > - Gửi tiền có kỳ hạn tại ngân hàng",- Gửi tiền có kỳ hạn tại ngân hàng,748.944,1.220.000,748944.0,1220000.0
- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,"Thương mại Cổ phần Quân đối (""MB AMC"") > - Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng",- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,(703.944),(1.030.000),-703944.0,-1030000.0
- Cổ tức nhận được trong năm,"Thương mại Cổ phần Quân đối (""MB AMC"") > - Cổ tức nhận được trong năm",- Cổ tức nhận được trong năm,257.101,154.480,257101.0,154480.0
- Chi phí sử dụng dịch vụ của AMC,"Thương mại Cổ phần Quân đối (""MB AMC"") > - Chi phí sử dụng dịch vụ của AMC",- Chi phí sử dụng dịch vụ của AMC,(590.823),(395.390),-590823.0,-395390.0
"Công ty Tài chính TNHH MB Shinsei (""Mcredit"")","Công ty Tài chính TNHH MB Shinsei (""Mcredit"")","Công ty Tài chính TNHH MB Shinsei (""Mcredit"")",,,,
- Thu nhập lãi tiền gửi,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Thu nhập lãi tiền gửi",- Thu nhập lãi tiền gửi,296.640,174.143,296640.0,174143.0
- Nhận tiền gửi có kỳ hạn của Ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Nhận tiền gửi có kỳ hạn của Ngân hàng",- Nhận tiền gửi có kỳ hạn của Ngân hàng,276.815.000,157.003.000,276815000.0,157003000.0
- Chi phí lãi tiền gửi,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Chi phí lãi tiền gửi",- Chi phí lãi tiền gửi,(14.063),(2.952),-14063.0,-2952.0
- Tất toán tiền gửi có kỳ hạn của Ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Tất toán tiền gửi có kỳ hạn của Ngân hàng",- Tất toán tiền gửi có kỳ hạn của Ngân hàng,(275.280.000),(156.328.000),-275280000.0,-156328000.0
- Gửi tiền có kỳ hạn tại ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Gửi tiền có kỳ hạn tại ngân hàng",- Gửi tiền có kỳ hạn tại ngân hàng,122.345.000,71.106.000,122345000.0,71106000.0
- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") > - Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng",- Tất toán tiền gửi tiền có kỳ hạn tại Ngân hàng,(121.145.000),(71.711.000),-121145000.0,-71711000.0
