row_label_raw,row_label_full,col_0,Năm 2022triệu đồng,Năm 2021triệu đồng,numeric__Năm 2022triệu đồng,numeric__Năm 2021triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",49.341,48.997,49341.0,48997.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,5.559.770,4.417.160,5559770.0,4417160.0
- Chi phí lương và phụ cấp,- Chi phí lương và phụ cấp,- Chi phí lương và phụ cấp,4.741.248,4.079.625,4741248.0,4079625.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,2.240.647,1.982.395,2240647.0,1982395.0
Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,Trong đó:- Khấu hao tài sản cố định,1.018.265,920.597,1018265.0,920597.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,2.351.182,2.144.040,2351182.0,2144040.0
Trong đó:- Công tác phí,Trong đó:- Công tác phí,Trong đó:- Công tác phí,135.802,86.564,135802.0,86564.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,11.932,7.997,11932.0,7997.0
- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,2.203.448,2.049.479,2203448.0,2049479.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",344.512,245.158,344512.0,245158.0
,,,10.545.452,8.837.750,10545452.0,8837750.0
