row_label_raw,row_label_full,Cổ tức đã công bố và đã trả trong năm,Năm 2022 triệu đồng > Cổ tức đã công bố và đã trả trong năm,Năm 2021 triệu đồng > Cổ tức đã công bố và đã trả trong năm,numeric__Năm 2022 triệu đồng > Cổ tức đã công bố và đã trả trong năm,numeric__Năm 2021 triệu đồng > Cổ tức đã công bố và đã trả trong năm
"Cổ tức trên cổ phiếu phổ thôngChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếuChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếuChia cổ phiếu quỹ cho cổ đông hiện hữu:(tỷ lệ chia 0,9237%)","Cổ tức trên cổ phiếu phổ thôngChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếuChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếuChia cổ phiếu quỹ cho cổ đông hiện hữu:(tỷ lệ chia 0,9237%)","Cổ tức trên cổ phiếu phổ thôngChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếuChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếuChia cổ phiếu quỹ cho cổ đông hiện hữu:(tỷ lệ chia 0,9237%)",7.556.643-,9.795.649,,9795649.0
"Cổ tức trên cổ phiếu phổ thôngChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếuChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếuChia cổ phiếu quỹ cho cổ đông hiện hữu:(tỷ lệ chia 0,9237%)","Cổ tức trên cổ phiếu phổ thôngChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếuChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếuChia cổ phiếu quỹ cho cổ đông hiện hữu:(tỷ lệ chia 0,9237%)","Cổ tức trên cổ phiếu phổ thôngChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếuChia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếuChia cổ phiếu quỹ cho cổ đông hiện hữu:(tỷ lệ chia 0,9237%)",-,564.397,,564397.0
