row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,Mãsố > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,248.229.151.999,250.855.748.088,,,248229151999.0,250855748088.0
02,Mãsố > 02,02,"Khấu hao tài sản cố định (""TSCĐ"")",,2.456.227.087,2.536.137.381,,,2456227087.0,2536137381.0
03,Mãsố > 03,03,Các khoản dự phòng,,19.474.260.105,1.212.458.500,,,19474260105.0,1212458500.0
04,Mãsố > 04,04,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,,111.560.282,(312.562.978),,,111560282.0,-312562978.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(277.577.732.472),(246.065.779.054),,,-277577732472.0,-246065779054.0
08,Mãsố > 08,08,(Lỗ)/lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,,(7.306.532.999),8.226.001.937,,,-7306532999.0,8226001937.0
09,Mãsố > 09,09,(Tăng)/Giảm các khoản phải thu,,(21.858.011.677),82.629.622.496,,,-21858011677.0,82629622496.0
10,Mãsố > 10,10,Giảm/(tăng) hàng tồn kho,,29.944.305,(747.452.045),,,29944305.0,-747452045.0
11,Mãsố > 11,11,Tăng các khoản phải trả,,10.916.555.097,48.965.184.589,,,10916555097.0,48965184589.0
12,Mãsố > 12,12,Tăng chi phí trả trước,,(506.974.407),(335.838.954),,,-506974407.0,-335838954.0
15,Mãsố > 15,15,Thuế TNDN đã nộp,,(1.355.642.332),(3.265.726.202),,,-1355642332.0,-3265726202.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(11.019.229.900),(21.371.107.631),,,-11019229900.0,-21371107631.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(31.099.891.913),114.100.684.190,,,-31099891913.0,114100684190.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,Mãsố > 21,21,Tiền chi để mua sắm TSCĐ,,(17.399.878.593),(1.637.543.636),,,-17399878593.0,-1637543636.0
22,Mãsố > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,432.609.630,509.090.904,,,432609630.0,509090904.0
23,Mãsố > 23,23,Tiền chi mua các công cụ nợ của các đơn vị khác,,(80.000.000.000),(1.000.000.000),,,-80000000000.0,-1000000000.0
24,Mãsố > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ củadơn vị khác",,15.342.105.277,27.154.634.057,,,15342105277.0,27154634057.0
25,Mãsố > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(845.000.000.000),(392.492.736.000),,,-845000000000.0,-392492736000.0
27,Mãsố > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,277.145.122.842,178.378.240.000,,,277145122842.0,178378240000.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(649.480.040.844),(189.088.314.675),,,-649480040844.0,-189088314675.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp củachủ sở hữu",,5.436.050.000,549.053.560.000,,,5436050000.0,549053560000.0
33,Mãsố > 33,33,Tiền thu đi vay,,171.800.000.000,,,,171800000000.0,
36,Mãsố > 36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(121.269.397.000),(55.122.798.000),,,-121269397000.0,-55122798000.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,55.966.653.000,493.930.762.000,,,55966653000.0,493930762000.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,(624.613.279.757),418.943.131.515,,,-624613279757.0,418943131515.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,633.997.287.489,214.950.878.788,,3.0,633997287489.0,214950878788.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá quy đổi ngoại tệ,,387.398,103.277.186,,,387398.0,103277186.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,9.384.395.130,633.997.287.489,,3.0,9384395130.0,633997287489.0
