row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
(i),(i),(i),Doanh thu bán hàng,,,,,
(i),(i) > (i),(i),Công ty Cổ phần Cảng Xanh VIP,65.141.438.841,14.387.443.152,,65141438841.0,14387443152.0
(i),(i) > (i),(i),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,19.912.575.456,14.378.548.981,,19912575456.0,14378548981.0
(i),(i) > (i),(i),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,14.037.915.027,9.312.703.848,,14037915027.0,9312703848.0
(i),(i) > (i),(i),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,10.923.045.060,13.739.897.347,,10923045060.0,13739897347.0
(i),(i) > (i),(i),Công ty TNHH Một thành viên Vận tải biển Ngõi sao Xanh,54.621.577.164,38.448.739.102,,54621577164.0,38448739102.0
(i),(i) > (i),(i),Công ty Cổ phần Cảng Cạn Quảng Bình - Đình Vũ,72.723.882,-,,72723882.0,
(i),(i) > (i),(i),,164.709.275.430,90.267.332.430,,164709275430.0,90267332430.0
(ii),(ii),(ii),Doanh thu cung cấp dịch vụ,,,,,
(ii),(ii) > (ii),(ii),Công ty Cổ phần Cảng Xanh VIP,9.384.000.000,9.384.000.000,,9384000000.0,9384000000.0
(ii),(ii) > (ii),(ii),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,1.116.000.000,1.116.000.000,,1116000000.0,1116000000.0
(ii),(ii) > (ii),(ii),Công ty Cổ phần Container Miền Trung,208.700.000,125.665.000,,208700000.0,125665000.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,1.416.000.000,1.416.000.000,,1416000000.0,1416000000.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Viconship Hồ Chí Minh,202.907.360,-,,202907360.0,
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,1.116.000.000,1.116.000.000,,1116000000.0,1116000000.0
(ii),(ii) > (ii),(ii),Công ty TNHH Một thành viên Vận tải biển Ngõi sao Xanh,4.012.144.889,3.926.765.237,,4012144889.0,3926765237.0
(ii),(ii) > (ii),(ii),,17.455.752.249,17.084.430.237,,17455752249.0,17084430237.0
(iii),(iii),(iii),Bán tài sản cố định,,,,,
(iii),(iii) > (iii),(iii),Công ty Cổ phần Cảng Xanh VIP,166.666.667,-,,166666667.0,
(iii),(iii) > (iii),(iii),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,-,463.636.359,,,463636359.0
(iii),(iii) > (iii),(iii),Ông Nguyễn Việt Trung,46.296.296,-,,46296296.0,
(iii),(iii) > (iii),(iii),,212.962.963,463.636.359,,212962963.0,463636359.0
(iv),(iv),(iv),Thanh lý vật tư và chi phí trả trước,,,,,
(iv),(iv) > (iv),(iv),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,-,19.064.104.296,,,19064104296.0
(v),(v),(v),Thu nhập khác,,,,,
(v),(v) > (v),(v),Công ty Cổ phần Cảng dịch vụ đầu khí Đình Vũ,323.756.250,-,,323756250.0,
