row_label_raw,row_label_full,Bà Nguyễn Thị Kim Nhã,Trường ban,338.040.000,484.582.664,numeric__Trường ban,numeric__338.040.000,numeric__484.582.664
Bà Nguyễn Thị Minh Lan,Bà Nguyễn Thị Minh Lan,Bà Nguyễn Thị Minh Lan,Thành viên,125.000.000,100.000.000,,125000000.0,100000000.0
Bà Nghiêm Thị Thủy Dương,Bà Nghiêm Thị Thủy Dương,Bà Nghiêm Thị Thủy Dương,Thành viên,125.000.000,100.000.000,,125000000.0,100000000.0
,,,,588.040.000,684.582.664,,588040000.0,684582664.0
