row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND(Phân loại lại – Thuyết minh 30),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND(Phân loại lại – Thuyết minh 30)
100,100,100,TÀI SẢN NGĂN HẠN,,438.095.318.297,706.063.687.329,,,438095318297.0,706063687329.0
110,110,110,Tiền và các khoản tương đương tiền,3,9.384.395.130,633.997.287.489,,3.0,9384395130.0,633997287489.0
111,111,111,Tiền,,8.234.395.130,565.075.300.060,,,8234395130.0,565075300060.0
112,112,112,Các khoản tương đương tiền,,1.150.000.000,68.921.987.429,,,1150000000.0,68921987429.0
120,120,120,Đầu tư tài chính ngắn hạn,,26.000.000.000,1.000.000.000,,,26000000000.0,1000000000.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,8(a),26.000.000.000,1.000.000.000,,,26000000000.0,1000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,388.810.051.507,57.834.970.525,,,388810051507.0,57834970525.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,24.289.233.758,40.019.688.716,,4.0,24289233758.0,40019688716.0
132,132,132,Trả trước cho người bán ngắn hạn,,1.070.019.414,71.708.647,,,1070019414.0,71708647.0
135,135,135,Phải thu về cho vay ngắn hạn,5(a),11.605.263.154,1.789.473.698,,,11605263154.0,1789473698.0
136,136,136,Phải thu ngắn hạn khác,6,352.163.863.702,16.272.427.985,,6.0,352163863702.0,16272427985.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,6,(318.328.521),(318.328.521),,6.0,-318328521.0,-318328521.0
140,140,140,Hàng tồn kho,,1.184.330.434,1.214.274.739,,,1184330434.0,1214274739.0
141,141,141,Hàng tồn kho,,1.184.330.434,1.214.274.739,,,1184330434.0,1214274739.0
150,150,150,Tài sản ngắn hạn khác,,12.716.541.226,12.017.154.576,,,12716541226.0,12017154576.0
152,152,152,"Thuế Giá trị Gia tàng (""GTGT"") được khấu trừ",10(a),11.473.226.985,10.775.773.325,,,11473226985.0,10775773325.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,10(b),1.243.314.241,1.241.381.251,,,1243314241.0,1241381251.0
200,200,200,TÀI SẢN DÀI HẠN,,1.980.915.603.362,1.410.304.529.156,,,1980915603362.0,1410304529156.0
210,210,210,Các khoản phải thu dài hạn,,32.368.421.053,2.526.315.786,,,32368421053.0,2526315786.0
215,215,215,Phải thu về cho vay dài hạn,5(b),32.368.421.053,2.526.315.786,,,32368421053.0,2526315786.0
220,220,220,Tài sản cố định,,37.027.030.625,22.083.379.119,,,37027030625.0,22083379119.0
221,221,221,Tài sản cố định hữu hình,7(a),31.609.177.624,16.601.313.821,,,31609177624.0,16601313821.0
222,222,222,Nguyên giá,,80.557.184.730,64.929.033.541,,,80557184730.0,64929033541.0
223,223,223,Giá trị khấu hao lũy kế,,(48.948.007.106),(48.327.719.720),,,-48948007106.0,-48327719720.0
227,227,227,Tài sản cố định vô hình,7(b),5.417.853.001,5.482.065.298,,,5417853001.0,5482065298.0
228,228,228,Nguyên giá,,6.099.124.701,6.099.124.701,,,6099124701.0,6099124701.0
229,229,229,Giá trị khấu hao lũy kế,,(681.271.700),(617.059.403),,,-681271700.0,-617059403.0
250,250,250,Đầu tư tài chính dài hạn,,1.910.464.786.312,1.385.146.443.286,,,1910464786312.0,1385146443286.0
251,251,251,Đầu tư vào công ty con,8(b),1.440.075.000.000,895.075.000.000,,,1440075000000.0,895075000000.0
252,252,252,Đầu tư vào công ty liên kết,8(b),489.916.443.286,489.916.443.286,,,489916443286.0,489916443286.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,8(b),155.000.000,155.000.000,,,155000000.0,155000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,8(b),(19.681.656.974),-,,,-19681656974.0,
260,260,260,Tài sản dài hạn khác,,1.055.365.372,548.390.965,,,1055365372.0,548390965.0
261,261,261,Chi phí trả trước dài hạn,,1.055.365.372,548.390.965,,,1055365372.0,548390965.0
270,270,270,TỔNG TÀI SẢN,,2.419.010.921.659,2.116.368.216.485,,,2419010921659.0,2116368216485.0
