row_label_raw,row_label_full,(v),Phải trả người bán ngắn hạn (Thuyết minh 9),31/12/2022VND,31/12/2021VND,numeric__Phải trả người bán ngắn hạn (Thuyết minh 9),numeric__31/12/2022VND,numeric__31/12/2021VND
(v),(v),(v),Công ty Cổ phần Container Miền Trung,-,64.001.600,,,64001600.0
(v),(v),(v),Công ty TNHH Một thành viên Trung tâm Logistics Xanh,8.930.269.708,1.804.150.200,,8930269708.0,1804150200.0
(v),(v),(v),Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,-,50.834.253,,,50834253.0
(v),(v),(v),,8.930.269.708,1.918.986.053,,8930269708.0,1918986053.0
(vi),(vi),(vi),Phải trả ngắn hạn khác (Thuyết minh 12),,,,,
(vi),(vi) > (vi),(vi),Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,81.500.000,-,,81500000.0,
(vi),(vi) > (vi),(vi),Công ty TNHH Một thành viên Dịch vụ Cảng Xanh,87.995.174.493,18.119.490.998,,87995174493.0,18119490998.0
(vi),(vi) > (vi),(vi),Ông Nguyễn Văn Tiến,72.396.869,-,,72396869.0,
(vi),(vi) > (vi),(vi),,88.149.071.362,18.119.490.998,,88149071362.0,18119490998.0
