row_label_raw,row_label_full,col_0,"Nơi thànhlập, đăng kýhoạt động",31.12.2022 > Tỷ lệsở hữu,31.12.2022 > Tỷ lệbiểu quyếtnăm giữ,31.12.2021 > Tỷ lệsở hữu,31.12.2021 > Tỷ lệbiểu quyếtnăm giữ,"numeric__Nơi thànhlập, đăng kýhoạt động",numeric__31.12.2022 > Tỷ lệsở hữu,numeric__31.12.2022 > Tỷ lệbiểu quyếtnăm giữ,numeric__31.12.2021 > Tỷ lệsở hữu,numeric__31.12.2021 > Tỷ lệbiểu quyếtnăm giữ
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
1) Công ty Cổ phần LogisticsCăng Đà Nẵng,Công ty liên kết > 1) Công ty Cổ phần LogisticsCăng Đà Nẵng,1) Công ty Cổ phần LogisticsCăng Đà Nẵng,Đà Nẵng,31%,31%,31%,31%,,0.31,0.31,0.31,0.31
2) Công ty Cổ phần Cảng dịchvụ Dầu khí Đình Vũ,Công ty liên kết > 2) Công ty Cổ phần Cảng dịchvụ Dầu khí Đình Vũ,2) Công ty Cổ phần Cảng dịchvụ Dầu khí Đình Vũ,Hải Phòng,22%,22%,22%,22%,,0.22,0.22,0.22,0.22
3) Công ty TNHH TuyênContainer T.S Hà Nội,Công ty liên kết > 3) Công ty TNHH TuyênContainer T.S Hà Nội,3) Công ty TNHH TuyênContainer T.S Hà Nội,Hải Phòng,30%,30%,30%,30%,,0.3,0.3,0.3,0.3
4) Công ty Cổ phần Cảng VIMCDỉnh Vũ,Công ty liên kết > 4) Công ty Cổ phần Cảng VIMCDỉnh Vũ,4) Công ty Cổ phần Cảng VIMCDỉnh Vũ,Hải Phòng,36%,36%,36%,36%,,0.36,0.36,0.36,0.36
