row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận tảiVND,Thiết bị quản lýVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận tảiVND,numeric__Thiết bị quản lýVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2022,Nguyên giá > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,21.784.803.233,434.647.000,41.124.407.991,1.585.175.317,64.929.033.541,21784803233.0,434647000.0,41124407991.0,1585175317.0,64929033541.0
Mua mới (*),Nguyên giá > Mua mới (*),Mua mới (*),-,182.000.000,17.217.878.593,-,17.399.878.593,,182000000.0,17217878593.0,,17399878593.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,-,(1.771.727.404),-,(1.771.727.404),,,-1771727404.0,,-1771727404.0
Tại ngày 31 tháng 12 năm 2022,Nguyên giá > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,21.784.803.233,616.647.000,56.570.559.180,1.585.175.317,80.557.184.730,21784803233.0,616647000.0,56570559180.0,1585175317.0,80557184730.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2022,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,(14.403.972.182),(434.647.000),(32.333.239.477),(1.155.861.061),(48.327.719.720),-14403972182.0,-434647000.0,-32333239477.0,-1155861061.0,-48327719720.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(561.161.281),(18.672.940),(1.596.601.300),(215.579.269),(2.392.014.790),-561161281.0,-18672940.0,-1596601300.0,-215579269.0,-2392014790.0
Thanh lý,Giá trị khấu hao lũy kế > Thanh lý,Thanh lý,-,-,1.771.727.404,-,1.771.727.404,,,1771727404.0,,1771727404.0
Tại ngày 31 tháng 12 năm 2022,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,(14.965.133.463),(453.319.940),(32.158.113.373),(1.371.440.330),(48.948.007.106),-14965133463.0,-453319940.0,-32158113373.0,-1371440330.0,-48948007106.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2022,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,7.380.831.051,-,8.791.168.514,429.314.256,16.601.313.821,7380831051.0,,8791168514.0,429314256.0,16601313821.0
Tại ngày 31 tháng 12 năm 2022,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,6.819.669.770,163.327.060,24.412.445.807,213.734.987,31.609.177.624,6819669770.0,163327060.0,24412445807.0,213734987.0,31609177624.0
