row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,96.540.426,85.236.749,,96540426.0,85236749.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(59.437.297),(50.497.310),,-59437297.0,-50497310.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,3.668.994,2.993.551,,3668994.0,2993551.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",,2.729.579,1.665.980,,2729579.0,1665980.0
Chi hoạt động khác,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Chi hoạt động khác,Chi hoạt động khác,,(307.451),(642.896),,-307451.0,-642896.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",,5.550.878,4.213.215,,5550878.0,4213215.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(14.431.666),(14.249.098),,-14431666.0,-14249098.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,32,(1.745.916),(1.514.479),32.0,-1745916.0,-1514479.0
Lưu chuyển tiên thuân từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYÊN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiên thuân từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiên thuân từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,32.567.547,27.205.712,,32567547.0,27205712.0
