row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",44.040.431,"4,07",41.526.017,"4,35",44040431.0,4.07,41526017.0,4.35
Khai khoáng,Khai khoáng,Khai khoáng,11.505.468,"1,06",11.822.076,"1,24",11505468.0,1.06,11822076.0,1.24
"Công nghiệp chế biến, chế tao","Công nghiệp chế biến, chế tao","Công nghiệp chế biến, chế tao",180.716.515,"16,71",163.874.942,"17,15",180716515.0,16.71,163874942.0,17.15
"Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",54.193.011,"5,01",47.009.113,"4,92",54193011.0,5.01,47009113.0,4.92
Xây dựng,Xây dựng,Xây dựng,100.405.402,"9,28",99.983.614,"10,46",100405402.0,9.28,99983614.0,10.46
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",331.974.718,"30,70",275.207.180,"28,80",331974718.0,30.7,275207180.0,28.8
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,45.352.473,"4,19",46.526.822,"4,87",45352473.0,4.19,46526822.0,4.87
Dịch vụ,Dịch vụ,Dịch vụ,143.012.744,"13,22",108.123.972,"11,32",143012744.0,13.22,108123972.0,11.32
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,27.187.997,"2,52",26.284.878,"2,75",27187997.0,2.52,26284878.0,2.75
Ngành khác,Ngành khác,Ngành khác,143.167.291,"13,24",135.097.633,"14,14",143167291.0,13.24,135097633.0,14.14
,,,1.081.556.050,"100,00",955.456.247,"100,00",1081556050.0,100.0,955456247.0,100.0
