row_label_raw,row_label_full,STT,CHÌ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__CHÌ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
1.,1.,1.,Bảo lãnh vay vốn,37,5.353.955,4.712.259,,37.0,5353955.0,4712259.0
2.,2.,2.,Cam kết giao dịch hồi đoái,,3.274.646,6.000.257,,,3274646.0,6000257.0
a.,a.,a.,Cam kết mua ngoại tệ,,1.647.813,2.628.996,,,1647813.0,2628996.0
b.,b.,b.,Cam kết bán ngoại tệ,,1.626.833,3.371.261,,,1626833.0,3371261.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,37,68.384.855,61.813.465,,37.0,68384855.0,61813465.0
4.,4.,4.,Bảo lãnh khác,37,144.555.889,145.444.715,,37.0,144555889.0,145444715.0
5.,5.,5.,Cam kết khác,37,8.771.607,7.935.991,,37.0,8771607.0,7935991.0
