row_label_raw,row_label_full,col_0,Chứng khoán đầu tư sắn sàng để bản,Chứng khoán đầu tư sắn sàng để bản_1,Chứng khoán đầu tư sắn sàng để bản_2,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tư sắn sàng để bản,numeric__Chứng khoán đầu tư sắn sàng để bản_1,numeric__Chứng khoán đầu tư sắn sàng để bản_2,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòng giảm giá,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),Số dư đầu năm (Trình bày lại),13.640,141.383,-,78.651,129.456,363.130,13640.0,141383.0,,78651.0,129456.0,363130.0
Trích lập/(Hoàn nhập) (xem Thuyết minh số 28.2),Trích lập/(Hoàn nhập) (xem Thuyết minh số 28.2),Trích lập/(Hoàn nhập) (xem Thuyết minh số 28.2),(13.640),14.062,-,(8.696),530.635,522.361,-13640.0,14062.0,,-8696.0,530635.0,522361.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,-,-,-,(419.000),(419.000),,,,,-419000.0,-419000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,155.445,-,69.955,241.091,466.491,,155445.0,,69955.0,241091.0,466491.0
