row_label_raw,row_label_full,Cam kết mua TSCĐ có giá trị lớn trong tương lai,Số cuối năm > Triệu VND > 193.663,Số cuối năm > Số đầu nămTriệu VND > 226.170,numeric__Số cuối năm > Triệu VND > 193.663,numeric__Số cuối năm > Số đầu nămTriệu VND > 226.170
Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưngvấn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưngvấn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưngvấn còn sử dụng,2.552.802,2.013.608,2552802.0,2013608.0
Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,24,2.632,24.0,2632.0
Giá trị còn lại của TSCĐ hữu hình tạm thời khôngđược sử dụng vào sản xuất kinh doanh,Giá trị còn lại của TSCĐ hữu hình tạm thời khôngđược sử dụng vào sản xuất kinh doanh,Giá trị còn lại của TSCĐ hữu hình tạm thời khôngđược sử dụng vào sản xuất kinh doanh,129,2.846,129.0,2846.0
