row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,5.987.897,4.998.689,5987897.0,4998689.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,3.313.584,2.935.171,3313584.0,2935171.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,86.612,98.999,86612.0,98999.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,105.796,115.748,105796.0,115748.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,2.481.905,1.848.771,2481905.0,1848771.0
Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,(2.318.903),(2.005.138),-2318903.0,-2005138.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(614.019),(567.385),-614019.0,-567385.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(300.884),(265.515),-300884.0,-265515.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(132.382),(128.860),-132382.0,-128860.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(855),(871),-855.0,-871.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(1.270.763),(1.042.507),-1270763.0,-1042507.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,3.668.994,2.993.551,3668994.0,2993551.0
