row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ trên 1 tháng đến 3 tháng,Từ trên 3 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tải sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,13.521.174,-,-,-,-,13.521.174,,,13521174.0,,,,,13521174.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,132.246.971,-,-,-,-,132.246.971,,,132246971.0,,,,,132246971.0
Tiền gửi tại và cho vay các TCTD khác (*),Tải sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),1.026,-,20.002.001,6.895.718,3.238.865,8.392.293,20.051.235,58.581.138,1026.0,,20002001.0,6895718.0,3238865.0,8392293.0,20051235.0,58581138.0
Chứng khoán kinh doanh,Tải sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,-,-,-,5.445.140,-,-,5.445.140,,,,,5445140.0,,,5445140.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tải sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,92.130,-,-,-,-,92.130,,,92130.0,,,,,92130.0
Cho vay khách hàng (*),Tải sản > Cho vay khách hàng (*),Cho vay khách hàng (*),15.608.018,4.504.364,116.246.796,214.231.452,341.275.329,119.369.581,270.320.510,1.081.556.050,15608018.0,4504364.0,116246796.0,214231452.0,341275329.0,119369581.0,270320510.0,1081556050.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),623.000,-,844.264,2.230.195,36.297.995,39.591.223,63.505.299,143.091.976,623000.0,,844264.0,2230195.0,36297995.0,39591223.0,63505299.0,143091976.0
"Góp vốn, đầu tư dài hạn (*)","Tải sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,8.197.634,8.197.634,,,,,,,8197634.0,8197634.0
Tài sản cố định,Tải sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,9.717.087,9.717.087,,,,,,,9717087.0,9717087.0
Tài sản Có khác (*),Tải sản > Tài sản Có khác (*),Tài sản Có khác (*),400.060,-,1.634.701,3.378.382,14.875.776,-,-,20.288.919,400060.0,,1634701.0,3378382.0,14875776.0,,,20288919.0
