row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",52.475,41.026,52475.0,41026.0
2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,9.081.798,8.153.892,9081798.0,8153892.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,7.802.235,6.952.545,7802235.0,6952545.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,387.953,359.524,387953.0,359524.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,556.195,526.708,556195.0,526708.0
- Chi khác cho nhân viên,Trong đó: > - Chi khác cho nhân viên,- Chi khác cho nhân viên,7.871,8.651,7871.0,8651.0
3. Chi về tài sản,Trong đó: > 3. Chi về tài sản,3. Chi về tài sản,2.759.498,2.751.535,2759498.0,2751535.0
Trong đó: khẩu hao tài sản cố định,Trong đó: > Trong đó: khẩu hao tài sản cố định,Trong đó: khẩu hao tài sản cố định,912.640,861.070,912640.0,861070.0
4. Chi cho hoạt động quản lý công vụ,Trong đó: > 4. Chi cho hoạt động quản lý công vụ,4. Chi cho hoạt động quản lý công vụ,3.197.089,2.917.741,3197089.0,2917741.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công tác phí,Trong đó: > - Công tác phí,- Công tác phí,147.065,129.973,147065.0,129973.0
- Chi hoạt động đoàn thể của TCTD,Trong đó: > - Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,27.395,21.467,27395.0,21467.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > 5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",862.338,772.862,862338.0,772862.0
6. Chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 13.4 và 15.3),Trong đó: > 6. Chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 13.4 và 15.3),6. Chi phí dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 13.4 và 15.3),87.860,15.441,87860.0,15441.0
,,,16.041.058,14.652.497,16041058.0,14652497.0
