row_label_raw,row_label_full,col_0,Số dưđâu năm(Trình bày lại),Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dưcuôi năm,numeric__Số dưđâu năm(Trình bày lại),numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dưcuôi năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,53.312,448.473,(482.495),19.290,53312.0,448473.0,-482495.0,19290.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,435.477,2.018.570,(1.745.916),708.131,435477.0,2018570.0,-1745916.0,708131.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,94.159,922.110,(919.336),96.933,94159.0,922110.0,-919336.0,96933.0
"Các khoản phải nộp khácvà các khoản phí, lệ phí","Các khoản phải nộp khácvà các khoản phí, lệ phí","Các khoản phải nộp khácvà các khoản phí, lệ phí",182.392,26.787,(37.152),172.027,182392.0,26787.0,-37152.0,172027.0
,,,765.340,3.415.940,(3.184.899),996.381,765340.0,3415940.0,-3184899.0,996381.0
