row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,7.385.615,7.000.663,7385615.0,7000663.0
- Chi phí xây dựng cơ bản dở dang(Thuyết minh số 15.1),- Chi phí xây dựng cơ bản dở dang(Thuyết minh số 15.1),- Chi phí xây dựng cơ bản dở dang(Thuyết minh số 15.1),2.171.050,2.606.361,2171050.0,2606361.0
- Các khoản phải thu khác(Thuyết minh số 15.2),- Các khoản phải thu khác(Thuyết minh số 15.2),- Các khoản phải thu khác(Thuyết minh số 15.2),5.214.565,4.394.302,5214565.0,4394302.0
Các khoản lãi và phí phải thu,Các khoản lãi và phí phải thu,Các khoản lãi và phí phải thu,10.875.744,10.032.082,10875744.0,10032082.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,1.002,-,1002.0,
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,2.026.558,2.212.126,2026558.0,2212126.0
- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,- Các hợp đồng ủy thác đầu tư,82.960,82.960,82960.0,82960.0
- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,- Chi phí chờ phân bổ,1.370.258,1.563.332,1370258.0,1563332.0
- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,- Tài sản gán nợ chờ xử lý,464.449,464.449,464449.0,464449.0
- Tài sản Có khác,- Tài sản Có khác,- Tài sản Có khác,108.891,101.385,108891.0,101385.0
Dự phòng rủi ro cho các tài sản Có nội bằngkhác (Thuyết minh số 15.3),Dự phòng rủi ro cho các tài sản Có nội bằngkhác (Thuyết minh số 15.3),Dự phòng rủi ro cho các tài sản Có nội bằngkhác (Thuyết minh số 15.3),(400.060),(399.370),-400060.0,-399370.0
,,,19.888.859,18.845.501,19888859.0,18845501.0
