row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Triệu VND,numeric__Các giao dịch,numeric__Triệu VND
Cơ quan quản lýNhà nước,Cơ quan quản lýNhà nước,Cơ quan quản lýNhà nước,- Tăng tiền gửi của BIDV tại cơ quan quản lý,85.574.505,,85574505.0
Cơ quan quản lýNhà nước,Cơ quan quản lýNhà nước,Cơ quan quản lýNhà nước,- Tăng tiền gửi của cơ quan quản lý tại BIDV,4.254.817,,4254817.0
Cơ quan quản lýNhà nước,Cơ quan quản lýNhà nước,Cơ quan quản lýNhà nước,- (Giảm) khoản vay của BIDV từ cơ quan quản lý,(939.671),,-939671.0
Cổ đôngchiến lược,Cổ đôngchiến lược,Cổ đôngchiến lược,- Tăng tiền gửi của BIDV tại cổ đông chiến lược,67.631,,67631.0
Cổ đôngchiến lược,Cổ đôngchiến lược,Cổ đôngchiến lược,- Tăng tiền gửi tại BIDV của cổ đông chiến lược,50.096,,50096.0
Cổ đôngchiến lược,Cổ đôngchiến lược,Cổ đôngchiến lược,- Tăng tiền BIDV vay cổ đông chiến lược,231.700,,231700.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) tiền gửi tại BIDV của các công ty con,(68.389),,-68389.0
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền vay từ BIDV của các công ty con,285.000,,285000.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) tiền gửi của BIDV tại các công ty con,(279.398),,-279398.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) tiền vay của BIDV tại các công ty con,(21.074),,-21074.0
Các công ty con,Các công ty con,Các công ty con,- Tăng phải thu từ các công ty con,48.790,,48790.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- Tăng tiền gửi tại BIDV của các công ty liên doanh,657.131,,657131.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền gửi của BIDV tại các công ty liên doanh,(92.971),,-92971.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền vay từ BIDV của các công ty liên doanh,(38.236),,-38236.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- (Giảm) tiền gửi tại BIDV của các công ty liên kết,(46.024),,-46024.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- (Giảm) tiền vay từ BIDV của các công ty liên kết,(183.067),,-183067.0
