row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,6.386.152,5.081.791,6386152.0,5081791.0
Thu nhập từ nợ xấu đã được xử lý,Thu nhập từ nợ xấu đã được xử lý,Thu nhập từ nợ xấu đã được xử lý,5.550.878,4.213.215,5550878.0,4213215.0
Thu nhập về các công cụ tài chính phải sinh khác,Thu nhập về các công cụ tài chính phải sinh khác,Thu nhập về các công cụ tài chính phải sinh khác,564.713,685.661,564713.0,685661.0
Thu khác,Thu khác,Thu khác,270.561,182.915,270561.0,182915.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(1.141.181),(1.509.489),-1141181.0,-1509489.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(497.091),(762.296),-497091.0,-762296.0
Chi hỗ trợ công tác xã hội,Chi hỗ trợ công tác xã hội,Chi hỗ trợ công tác xã hội,(175.716),(200.284),-175716.0,-200284.0
Chi nộp thuế GTGT đầu vào không được khấu trừ,Chi nộp thuế GTGT đầu vào không được khấu trừ,Chi nộp thuế GTGT đầu vào không được khấu trừ,(275.193),(259.940),-275193.0,-259940.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(193.181),(286.969),-193181.0,-286969.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,5.244.971,3.572.302,5244971.0,3572302.0
