row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Chứng chỉ tiên gửi,Chứng chỉ tiên gửi,Chứng chỉ tiên gửi,25.156.996,10.880.315,25156996.0,10880315.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,2.345.333,1.831.517,2345333.0,1831517.0
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,21.809.323,8.046.456,21809323.0,8046456.0
Từ 05 năm trở lên,Từ 05 năm trở lên,Từ 05 năm trở lên,1.002.340,1.002.342,1002340.0,1002342.0
Kỳ phiếu,Kỳ phiếu,Kỳ phiếu,620,620,620.0,620.0
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,297,297,297.0,297.0
Từ 12 tháng đến dưới 05 năm,Từ 12 tháng đến dưới 05 năm,Từ 12 tháng đến dưới 05 năm,323,323,323.0,323.0
Trái phiếu,Trái phiếu,Trái phiếu,4.550.364,7.550.364,4550364.0,7550364.0
Từ 12 tháng đến dưới 05 năm,Từ 12 tháng đến dưới 05 năm,Từ 12 tháng đến dưới 05 năm,2.550.061,5.550.061,2550061.0,5550061.0
Từ 05 năm trở lên,Từ 05 năm trở lên,Từ 05 năm trở lên,2.000.303,2.000.303,2000303.0,2000303.0
Trái phiếu tăng vốn BIDV,Trái phiếu tăng vốn BIDV,Trái phiếu tăng vốn BIDV,33.064.382,21.360.062,33064382.0,21360062.0
,,,62.772.362,39.791.361,62772362.0,39791361.0
