row_label_raw,row_label_full,STT,Tên công ty,Trụ sở chính,Tỷ lệ phần sở hữu trực tiếp (%),Tỷ lệ quyền biểu quyết (%),Hoạt động chính,numeric__Tên công ty,numeric__Trụ sở chính,numeric__Tỷ lệ phần sở hữu trực tiếp (%),numeric__Tỷ lệ quyền biểu quyết (%),numeric__Hoạt động chính
1.,1.,1.,"Công ty Cổ phần Hạ tầng GELEX (""Hạ tầng GELEX"") (*)","Số 52, Phố Lê Đại Hành, Hai Bà Trưng, Hà Nội","82,65%","96,71%","Quản lý các khoản đầu tư trong lĩnh vực hạ tầng, bất động sản, nước sạch",,,0.8265,0.9671,
2.,2.,2.,"Công ty Cổ phần Điện lực GELEX (""GELEX Electric"")","Số 52, Phố Lê Đại Hành, Hai Bà Trưng, Hà Nội","79,99%","79,99%",Sản xuất kinh doanh và quản lý các khoản đầu tư trong lĩnh vực sản xuất công nghiệp (chủ yếu là công nghiệp điện),,,0.7998999999999999,0.7998999999999999,
