row_label_raw,row_label_full,STT,Ngân hàng,Số cuối năm,Số đầu năm,numeric__Ngân hàng,numeric__Số cuối năm,numeric__Số đầu năm
STT,STT,STT,Ngân hàng,VND,VND,,,
1.,STT > 1.,1.,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch I,692.242.314.910,360.063.889.302,,692242314910.0,360063889302.0
2.,STT > 2.,2.,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hà Nội,393.960.902.697,16.573.618.246,,393960902697.0,16573618246.0
3.,STT > 3.,3.,Ngân hàng TNHH MTV HSBC (Việt Nam),292.671.101.006,5.350.313.939,,292671101006.0,5350313939.0
4.,STT > 4.,4.,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch I,109.007.437.706,151.749.829.873,,109007437706.0,151749829873.0
5.,STT > 5.,5.,Ngân hàng TMCP Quân Đội - CN Hoàn Kiểm,31.604.810.986,,,31604810986.0,
,,,,1.519.486.567.305,533.737.651.360,,1519486567305.0,533737651360.0
