row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc VND,Máy móc và thiết bị VND,Phương tiện vận tải VND,Thiết bị văn phòng VND,Tổng VND,numeric__Nhà cửa và vật kiến trúc VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận tải VND,numeric__Thiết bị văn phòng VND,numeric__Tổng VND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,42.912.062.694,29.978.103.023,3.822.454.545,9.266.478.226,85.979.098.488,42912062694.0,29978103023.0,3822454545.0,9266478226.0,85979098488.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,-,930.731.816,14.819.948.455,644.552.892,16.395.233.163,,930731816.0,14819948455.0,644552892.0,16395233163.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,42.912.062.694,30.908.834.839,18.642.403.000,9.911.031.118,102.374.331.651,42912062694.0,30908834839.0,18642403000.0,9911031118.0,102374331651.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,11.079.419.987,26.746.253.507,2.115.696.549,6.926.357.767,46.867.727.810,11079419987.0,26746253507.0,2115696549.0,6926357767.0,46867727810.0
Khẩu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khẩu hao trong năm,Khẩu hao trong năm,1.336.316.232,592.834.493,2.087.570.292,967.267.548,4.983.988.565,1336316232.0,592834493.0,2087570292.0,967267548.0,4983988565.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,12.415.736.219,27.339.088.000,4.203.266.841,7.893.625.315,51.851.716.375,12415736219.0,27339088000.0,4203266841.0,7893625315.0,51851716375.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,31.832.642.707,3.231.849.516,1.706.757.996,2.340.120.459,39.111.370.678,31832642707.0,3231849516.0,1706757996.0,2340120459.0,39111370678.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,30.496.326.475,3.569.746.839,14.439.136.159,2.017.405.803,50.522.615.276,30496326475.0,3569746839.0,14439136159.0,2017405803.0,50522615276.0
