row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,6.255.997.057.186,4.545.617.786.987,,300.0,,6255997057186.0,4545617786987.0
I.,I.,I.,Nợ ngắn hạn,310,,3.711.026.857.761,2.495.432.551.122,,310.0,,3711026857761.0,2495432551122.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,153.738.954.286,420.379.940.140,,311.0,17.0,153738954286.0,420379940140.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,210.178.371,1.258.991.054,,312.0,,210178371.0,1258991054.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,18,1.191.549.859,12.561.624.418,,313.0,18.0,1191549859.0,12561624418.0
4.,4.,4.,Phải trả người lao động,314,,14.638.277.232,11.262.684.246,,314.0,,14638277232.0,11262684246.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,19,21.641.702.288,26.345.590.709,,315.0,19.0,21641702288.0,26345590709.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,20,13.670.168.416,13.332.838.417,,318.0,20.0,13670168416.0,13332838417.0
7.,7.,7.,Phải trả ngắn hạn khác,319,21,1.026.539.854.999,236.586.929.943,,319.0,21.0,1026539854999.0,236586929943.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,22,2.464.861.567.319,1.760.362.836.371,,320.0,22.0,2464861567319.0,1760362836371.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,14.534.604.991,13.341.115.824,,322.0,,14534604991.0,13341115824.0
II.,II.,II.,Nợ dài hạn,330,,2.544.970.199.425,2.050.185.235.865,,330.0,,2544970199425.0,2050185235865.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,20,153.506.648.110,158.851.880.854,,336.0,20.0,153506648110.0,158851880854.0
2.,2.,2.,Phải trả dài hạn khác,337,21,17.735.456.318,19.987.698.724,,337.0,21.0,17735456318.0,19987698724.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,22,2.373.728.094.997,1.871.345.656.287,,338.0,22.0,2373728094997.0,1871345656287.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,10.231.693.648.921,9.582.926.497.944,,400.0,,10231693648921.0,9582926497944.0
I.,I.,I.,Vốn chủ sở hữu,410,23,10.230.397.146.156,9.581.475.028.511,,410.0,23.0,10230397146156.0,9581475028511.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,8.514.957.930.000,8.514.957.930.000,,411.0,,8514957930000.0,8514957930000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,8.514.957.930.000,8.514.957.930.000,,,,8514957930000.0,8514957930000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,663.218.256.718,663.218.256.718,,412.0,,663218256718.0,663218256718.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,1.052.220.959.438,403.298.841.793,,421.0,,1052220959438.0,403298841793.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,399.798.841.793,,,,,399798841793.0,
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,652.422.117.645,403.298.841.793,,,,652422117645.0,403298841793.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,1.296.502.765,1.451.469.433,,430.0,,1296502765.0,1451469433.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cố định,432,,1.296.502.765,1.451.469.433,,432.0,,1296502765.0,1451469433.0
