row_label_raw,row_label_full,Trong đó:,Trong đó:_1,Trong đó:_2,numeric__Trong đó:_1,numeric__Trong đó:_2
Trái phiếu dài hạn đến hạn trả,Trái phiếu dài hạn đến hạn trả,Trái phiếu dài hạn đến hạn trả,595.375.000.014,1.076.625.185.011,595375000014.0,1076625185011.0
Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,1.133.728.094.997,1.721.345.656.287,1133728094997.0,1721345656287.0
