row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc","Nhà cửa, vật kiến trúc",50,50.0
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,5 - 15,
Thiết bị quản lý,Thiết bị quản lý,Thiết bị quản lý,3 - 15,
