row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Lợi nhuận sau thuế chưa phân phối,Tổng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Tổng
,,,VND,VND,VND,VND,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,8.514.957.930.000,663.218.256.718,125.051.524.770,9.303.227.711.488,8514957930000.0,663218256718.0,125051524770.0,9303227711488.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,708.995.213.523,708.995.213.523,,,708995213523.0,708995213523.0
"Trích lập Quỹ khen thưởng, phúc lợi","Trích lập Quỹ khen thưởng, phúc lợi","Trích lập Quỹ khen thưởng, phúc lợi",-,-,(5.000.000.000),(5.000.000.000),,,-5000000000.0,-5000000000.0
Chia cổ tức trong năm,Chia cổ tức trong năm,Chia cổ tức trong năm,-,-,(425.747.896.500),(425.747.896.500),,,-425747896500.0,-425747896500.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,8.514.957.930.000,663.218.256.718,403.298.841.793,9.581.475.028.511,8514957930000.0,663218256718.0,403298841793.0,9581475028511.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,652.422.117.645,652.422.117.645,,,652422117645.0,652422117645.0
"Trích lập Quỹ khen thưởng, phúc lợi (i)","Trích lập Quỹ khen thưởng, phúc lợi (i)","Trích lập Quỹ khen thưởng, phúc lợi (i)",-,-,(3.500.000.000),(3.500.000.000),,,-3500000000.0,-3500000000.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,8.514.957.930.000,663.218.256.718,1.052.220.959.438,10.230.397.146.156,8514957930000.0,663218256718.0,1052220959438.0,10230397146156.0
