row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,25,2.640.782.215.483,2.463.733.814.035,,1.0,25.0,2640782215483.0,2463733814035.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,25,115.706.656,164.601.571,,2.0,25.0,115706656.0,164601571.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,25,2.640.666.508.827,2.463.569.212.464,,10.0,25.0,2640666508827.0,2463569212464.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,2.552.038.644.642,2.397.457.425.757,,11.0,26.0,2552038644642.0,2397457425757.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,88.627.864.185,66.111.786.707,,20.0,,88627864185.0,66111786707.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,27,1.210.532.439.319,1.506.226.047.470,,21.0,27.0,1210532439319.0,1506226047470.0
7.,7.,7.,Chi phí tài chính,22,28,489.743.524.853,749.192.808.722,,22.0,28.0,489743524853.0,749192808722.0
,,,- Trong đó: Chi phí lãi vay,23,,363.854.158.532,360.930.914.679,,23.0,,363854158532.0,360930914679.0
8.,8.,8.,Chi phí bán hàng,25,29,8.100.499.786,5.010.473.234,,25.0,29.0,8100499786.0,5010473234.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,148.057.425.295,108.298.991.465,,26.0,29.0,148057425295.0,108298991465.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26),30,,653.258.853.570,709.835.560.756,,30.0,,653258853570.0,709835560756.0
11.,11.,11.,Thu nhập khác,31,,1.444.305.363,11.737.124.360,,31.0,,1444305363.0,11737124360.0
12.,12.,12.,Chi phí khác,32,,501.395.273,5.211.953.696,,32.0,,501395273.0,5211953696.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,942.910.090,6.525.170.664,,40.0,,942910090.0,6525170664.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,654.201.763.660,716.360.731.420,,50.0,,654201763660.0,716360731420.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,1.779.646.015,7.365.517.897,,51.0,31.0,1779646015.0,7365517897.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,652.422.117.645,708.995.213.523,,60.0,,652422117645.0,708995213523.0
