row_label_raw,row_label_full,STT,Ngân hàng,Số cuối năm,Số đầu năm,numeric__Ngân hàng,numeric__Số cuối năm,numeric__Số đầu năm
STT,STT,STT,Ngân hàng,VND,VND,,,
1.,STT > 1.,1.,Ngân hàng TNHH MTV HSBC (Việt Nam),400.000.000.000,,,400000000000.0,
2.,STT > 2.,2.,Ngân hàng TNHH MTV Woori Việt Nam - Chi nhánh,200.000.000.000,200.000.000.000,,200000000000.0,200000000000.0
2.,2.,2.,Bắc Ninh,,,,,
2.,2. > 2.,2.,,600.000.000.000,200.000.000.000,,600000000000.0,200000000000.0
2.,2.,2.,Trong đó:,Trong đó:,Trong đó:,,,
2.,2. > 2.,2.,Vay dài hạn đến hạn trả,200.000.000.000,50.000.000.000,,200000000000.0,50000000000.0
2.,2. > 2.,2.,Vay dài hạn,400.000.000.000,150.000.000.000,,400000000000.0,150000000000.0
