row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp/khấu trừ trong năm,Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp/khấu trừ trong năm,numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,240.610.743,-,214.386.512.288,215.670.733.328,1.524.831.783,-,240610743.0,,214386512288.0,215670733328.0,1524831783.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,3.968.500.151,1.779.646.015,6.748.146.166,1.000.000.000,-,,3968500151.0,1779646015.0,6748146166.0,1000000000.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,368.189.648,6.319.455.526,6.317.301.985,-,370.343.189,,368189648.0,6319455526.0,6317301985.0,,370343189.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,6.438.530.422,19.026.857.708,27.290.388.377,1.825.000.247,-,,6438530422.0,19026857708.0,27290388377.0,1825000247.0,
Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,Các loại thuế khác và các khoản phải nộp khác,,278.538.807,2.171.040.294,1.628.372.431,-,821.206.670,,278538807.0,2171040294.0,1628372431.0,,821206670.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,1.507.865.390,1.849.851.466,3.357.716.856,-,-,,1507865390.0,1849851466.0,3357716856.0,,
,,,240.610.743,12.561.624.418,245.533.363.297,261.012.659.143,4.349.832.030,1.191.549.859,240610743.0,12561624418.0,245533363297.0,261012659143.0,4349832030.0,1191549859.0
