row_label_raw,row_label_full,col_0,col_1,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,,,,,
a),a),a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,
a),a) > a),a),Bên liên quan,10.215.210.863,10.215.210.863,5.806.913.352,5.806.913.352,,10215210863.0,10215210863.0,5806913352.0,5806913352.0
a),a) > a),a),- Công ty CP Đầu tư Infinity Group,10.215.210.863,10.215.210.863,5.769.182.352,5.769.182.352,,10215210863.0,10215210863.0,5769182352.0,5769182352.0
a),a) > a),a),- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,-,-,37.731.000,37.731.000,,,,37731000.0,37731000.0
a),a) > a),a),Bên khác,56.129.352.850,56.129.352.850,151.927.125.636,151.927.125.636,,56129352850.0,56129352850.0,151927125636.0,151927125636.0
a),a) > a),a),"- Sei Thai Electric Conductor Co.,Ltd",-,-,20.812.080.000,20.812.080.000,,,,20812080000.0,20812080000.0
a),a) > a),a),- Công ty TNHH MTV Tổng Công ty Sản xuất Thiết bị Viettel,-,-,16.817.870.399,16.817.870.399,,,,16817870399.0,16817870399.0
a),a) > a),a),- Công ty Cổ phần Cáp điện và Hệ thống LS - Vina,6.439.572.149,6.439.572.149,-,-,,6439572149.0,6439572149.0,,
a),a) > a),a),- Các khách hàng khác,49.689.780.701,49.689.780.701,114.297.175.237,114.297.175.237,,49689780701.0,49689780701.0,114297175237.0,114297175237.0
a),a) > a),a),,66.344.563.713,66.344.563.713,157.734.038.988,157.734.038.988,,66344563713.0,66344563713.0,157734038988.0,157734038988.0
b),b),b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,
b),b) > b),b),- Các khách hàng khác,220.000.000,220.000.000,231.899.250,231.899.250,,220000000.0,220000000.0,231899250.0,231899250.0
b),b) > b),b),,220.000.000,220.000.000,231.899.250,231.899.250,,220000000.0,220000000.0,231899250.0,231899250.0
