row_label_raw,row_label_full,col_0,col_1,Năm 2023,Năm 2022,numeric__col_1,numeric__Năm 2023,numeric__Năm 2022
,,,,VND,VND,,,
Chi phí thuế TNDN hiện hành tại Công ty mẹ,Chi phí thuế TNDN hiện hành tại Công ty mẹ,Chi phí thuế TNDN hiện hành tại Công ty mẹ,Chi phí thuế TNDN hiện hành tại Công ty mẹ,1.969.266.589,10.595.869.324,,1969266589.0,10595869324.0
Chi phí thuế TNDN hiện hành tại các Công ty con,Chi phí thuế TNDN hiện hành tại các Công ty con,Chi phí thuế TNDN hiện hành tại các Công ty con,Chi phí thuế TNDN hiện hành tại các Công ty con,16.922.274.853,13.533.057.247,,16922274853.0,13533057247.0
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,18.891.541.442,24.128.926.571,,18891541442.0,24128926571.0
36 . THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,36 . THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,36 . THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,36 . THUẾ THU NHẬP DOANH NGHIỆP HOÃN LẠI,,,,,
a) Thuế thu nhập hoãn lại phải trả,a) Thuế thu nhập hoãn lại phải trả,a) Thuế thu nhập hoãn lại phải trả,a) Thuế thu nhập hoãn lại phải trả,31/12/2023,01/01/2023,,,
,,,,VND,VND,,,
-,a) Thuế thu nhập hoãn lại phải trả > -,-,Thuế suất thuế TNDN sử dụng để xác định giá trị thuế thu nhập hoãn lại phải trả,20%,20%,,0.2,0.2
-,a) Thuế thu nhập hoãn lại phải trả > -,-,Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,56.902.637.516,46.150.021.409,,56902637516.0,46150021409.0
Thuế thu nhập hoãn lại phải trả,a) Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,56.902.637.516,46.150.021.409,,56902637516.0,46150021409.0
b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,Năm 2023,Năm 2022,,,
,,,,VND,VND,,,
-,b) Chi phí thuế TNDN hoãn lại > -,-,Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,14.783.856.978,13.446.833.736,,14783856978.0,13446833736.0
-,b) Chi phí thuế TNDN hoãn lại > -,-,Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập tài sản thuế thu nhập hoãn lại,470.333.108,697.475.659,,470333108.0,697475659.0
-,b) Chi phí thuế TNDN hoãn lại > -,-,Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ,(1.039.913.599),(1.039.913.597),,-1039913599.0,-1039913597.0
-,b) Chi phí thuế TNDN hoãn lại > -,-,Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập thuế thu nhập hoãn lại phải trả,(3.461.660.381),(3.752.973.809),,-3461660381.0,-3752973809.0
,,,,10.752.616.106,9.351.421.989,,10752616106.0,9351421989.0
