row_label_raw,row_label_full,Mã chứng khoán,Giá gốc,Giá trị hợp lý,Dự phòng,Giá gốc_1,Giá trị hợp lý_1,Dự phòng_1,numeric__Giá gốc,numeric__Giá trị hợp lý,numeric__Dự phòng,numeric__Giá gốc_1,numeric__Giá trị hợp lý_1,numeric__Dự phòng_1
,,,VND,VND,VND,VND,VND,VND,,,,,,
HPG,HPG,HPG,-,,-,47.438.411.204,30.591.720.000,(16.846.691.204),,,,47438411204.0,30591720000.0,-16846691204.0
SSI,SSI,SSI,-,,-,1.900.021.276,1.558.485.000,(341.536.276),,,,1900021276.0,1558485000.0,-341536276.0
DNP,DNP,DNP,22.368.562.590,20.776.800.000,(1.591.762.590),56.421.430.890,88.970.640.000,-,22368562590.0,20776800000.0,-1591762590.0,56421430890.0,88970640000.0,
ALP,ALP,ALP,7.243.518.147,,-,7.243.518.147,,-,7243518147.0,,,7243518147.0,,
MBB,MBB,MBB,-,,-,9.655.567.492,5.793.480.000,(3.862.087.492),,,,9655567492.0,5793480000.0,-3862087492.0
SJS,SJS,SJS,-,,-,85.822.540.016,53.990.482.000,(31.832.058.016),,,,85822540016.0,53990482000.0,-31832058016.0
,,,29.612.080.737,,(1.591.762.590),208.481.489.025,,(52.882.372.988),29612080737.0,,-1591762590.0,208481489025.0,,-52882372988.0
