row_label_raw,row_label_full,col_0,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
+ Công ty TNHH Đầu tư Đại La\( ^{(11)} \),+ Công ty TNHH Đầu tư Đại La\( ^{(11)} \),+ Công ty TNHH Đầu tư Đại La\( ^{(11)} \),108.550.000.000,108.550.000.000,-,29.973.059.122,78.576.940.878,78.576.940.878,108550000000.0,108550000000.0,,29973059122.0,78576940878.0,78576940878.0
+ Công ty Cổ phần Nông lâm nghiệp Trường Thành\( ^{(12)} \),+ Công ty Cổ phần Nông lâm nghiệp Trường Thành\( ^{(12)} \),+ Công ty Cổ phần Nông lâm nghiệp Trường Thành\( ^{(12)} \),-,-,100.000.000,-,100.000.000,100.000.000,,,100000000.0,,100000000.0,100000000.0
+ Công ty Cổ phần Chứng khoán Thành Công,+ Công ty Cổ phần Chứng khoán Thành Công,+ Công ty Cổ phần Chứng khoán Thành Công,13.897.692.050,13.897.692.050,7.740.028.727,21.637.720.777,-,-,13897692050.0,13897692050.0,7740028727.0,21637720777.0,,
+ Công ty Cổ phần Chứng khoán Bản Việt,+ Công ty Cổ phần Chứng khoán Bản Việt,+ Công ty Cổ phần Chứng khoán Bản Việt,37.480.983.564,37.480.983.564,37.389.256.262,74.870.239.826,-,-,37480983564.0,37480983564.0,37389256262.0,74870239826.0,,
+ Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,+ Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,+ Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,6.358.121.039,6.358.121.039,-,6.358.121.039,-,-,6358121039.0,6358121039.0,,6358121039.0,,
+ Công ty Cổ phần Phú Hữu Gia,+ Công ty Cổ phần Phú Hữu Gia,+ Công ty Cổ phần Phú Hữu Gia,26.150.000.000,26.150.000.000,800.000.000,26.950.000.000,-,-,26150000000.0,26150000000.0,800000000.0,26950000000.0,,
+ Công ty TNHH Tư vấn Đầu tư và Dịch vụ Suinco,+ Công ty TNHH Tư vấn Đầu tư và Dịch vụ Suinco,+ Công ty TNHH Tư vấn Đầu tư và Dịch vụ Suinco,16.000.000.000,16.000.000.000,56.700.000.000,72.700.000.000,-,-,16000000000.0,16000000000.0,56700000000.0,72700000000.0,,
+ Công ty TNHH Dịch vụ Thương mại Tư vấn Đầu tư Hòa Bình,+ Công ty TNHH Dịch vụ Thương mại Tư vấn Đầu tư Hòa Bình,+ Công ty TNHH Dịch vụ Thương mại Tư vấn Đầu tư Hòa Bình,12.000.000.000,12.000.000.000,-,12.000.000.000,-,-,12000000000.0,12000000000.0,,12000000000.0,,
+ Công ty Cổ phần Chíp Sáng,+ Công ty Cổ phần Chíp Sáng,+ Công ty Cổ phần Chíp Sáng,-,-,3.333.750.000,3.333.750.000,-,-,,,3333750000.0,3333750000.0,,
+ Công ty TNHH Cát Thạch anh Cao cấp VICO - NSG,+ Công ty TNHH Cát Thạch anh Cao cấp VICO - NSG,+ Công ty TNHH Cát Thạch anh Cao cấp VICO - NSG,-,-,32.000.000.000,32.000.000.000,-,-,,,32000000000.0,32000000000.0,,
+ Cá nhân,+ Cá nhân,+ Cá nhân,48.415.000.000,48.415.000.000,42.291.000.000,25.000.000.000,65.706.000.000,65.706.000.000,48415000000.0,48415000000.0,42291000000.0,25000000000.0,65706000000.0,65706000000.0
