row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023,Năm 2022,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023,numeric__Năm 2022
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,2.204.487.661.762,2.124.387.044.361,,26.0,2204487661762.0,2124387044361.0
02,02,02,2. Các khoản giảm trừ doanh thu,27,4.371.916.841,15.322.457.799,,27.0,4371916841.0,15322457799.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,2.200.115.744.921,2.109.064.586.562,,,2200115744921.0,2109064586562.0
11,11,11,4. Giá vốn hàng bán,28,2.042.904.427.515,1.944.479.372.244,,28.0,2042904427515.0,1944479372244.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,157.211.317.406,164.585.214.318,,,157211317406.0,164585214318.0
21,21,21,6. Doanh thu hoạt động tài chính,29,129.594.088.784,355.251.989.117,,29.0,129594088784.0,355251989117.0
22,22,22,7. Chi phí tài chính,30,29.097.589.685,291.110.148.485,,30.0,29097589685.0,291110148485.0
23,23,23,Trong đó: Chi phí lãi vay,,78.363.834.048,90.510.963.420,,,78363834048.0,90510963420.0
24,24,24,8. Phần lãi hoặc lỗ trong công ty liên kết,,(53.311.071.514),(26.861.211.372),,,-53311071514.0,-26861211372.0
25,25,25,9. Chi phí bán hàng,31,45.691.576.181,47.466.190.754,,31.0,45691576181.0,47466190754.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,96.180.724.698,120.118.512.192,,32.0,96180724698.0,120118512192.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,62.524.444.112,34.281.140.632,,,62524444112.0,34281140632.0
31,31,31,12. Thu nhập khác,33,3.309.233.531,8.002.238.508,,33.0,3309233531.0,8002238508.0
32,32,32,13. Chi phí khác,34,2.949.600.088,1.655.568.062,,34.0,2949600088.0,1655568062.0
40,40,40,14. Lợi nhuận khác,,359.633.443,6.346.670.446,,,359633443.0,6346670446.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,62.884.077.555,40.627.811.078,,,62884077555.0,40627811078.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,35,18.891.541.442,24.128.926.571,,35.0,18891541442.0,24128926571.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,36,10.752.616.106,9.351.421.989,,36.0,10752616106.0,9351421989.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,33.239.920.007,7.147.462.518,,,33239920007.0,7147462518.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,18.332.577.266,2.763.158.917,,,18332577266.0,2763158917.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,14.907.342.741,4.384.303.601,,,14907342741.0,4384303601.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,37,48,6,,37.0,48.0,6.0
