row_label_raw,row_label_full,col_0,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức bảo đảm,31/12/2023,numeric__Hạn mức,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Lãi suất,numeric__Hình thức bảo đảm,numeric__31/12/2023
(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ,VND,,,,,,
- Hợp đồng tín dụng số 166447.23.051.2410700.TD ngày 30/10/2023,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > - Hợp đồng tín dụng số 166447.23.051.2410700.TD ngày 30/10/2023,- Hợp đồng tín dụng số 166447.23.051.2410700.TD ngày 30/10/2023,150.000.000.000 VND,đến ngày29/09/2024,Bổ sung vốn lưu độngphục vụ hoạt động sản xuất kinh doanh,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phầnSAM Holdings.,39.999.174.785,,,,,,39999174785.0
(6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > (6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,(6) Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Đồng Nai,78.320.626.429,,,,,,78320626429.0
Thỏa thuận chung về tiện ích số VNM 151885 ngày11/01/2023,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > Thỏa thuận chung về tiện ích số VNM 151885 ngày11/01/2023,Thỏa thuận chung về tiện ích số VNM 151885 ngày11/01/2023,5.000.000 USD hoặcVND tương đương,12 tháng kể từngày ký hợpđồng,Bổ sung vốn lưu động,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phầnSAM Holdings.,78.320.626.429,,,,,,78320626429.0
(7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > (7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,(7) Ngân hàng Maybank Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,106.483.056.703,,,,,,106483056703.0
Hợp đồng cấp tín dụng số MBB/HCMC/LO/2023/SACOMWIRE/91 ngày24/10/2023,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > Hợp đồng cấp tín dụng số MBB/HCMC/LO/2023/SACOMWIRE/91 ngày24/10/2023,Hợp đồng cấp tín dụng số MBB/HCMC/LO/2023/SACOMWIRE/91 ngày24/10/2023,5.000.000 USD,12 tháng kể từngày ký hợpđồng,Bổ sung vốn lưu động,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phầnSAM Holdings.,106.483.056.703,,,,,,106483056703.0
(8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > (8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,(8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,(8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,(8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,(8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,(8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,(8) Ngân hàng TMCP Tiên Phong - Chi nhánh Thành phố Hồ Chí Minh,23.109.859.346,,,,,,23109859346.0
Hợp đồng cấp tín dụng số43/2023/HDTD/BTANGày 13/04/2023,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > Hợp đồng cấp tín dụng số43/2023/HDTD/BTANGày 13/04/2023,Hợp đồng cấp tín dụng số43/2023/HDTD/BTANGày 13/04/2023,100.000.000.000 VND,12 tháng kể từngày ký hợpđồng,Bổ sung vốn lưu động,Theo từng giấy nhận nợ,Chứng thư bảo lãnh của Công ty Cổ phầnSAM Holdings.,23.109.859.346,,,,,,23109859346.0
(9) Công ty Cổ phần Đầu tư Infinity Group,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > (9) Công ty Cổ phần Đầu tư Infinity Group,(9) Công ty Cổ phần Đầu tư Infinity Group,(9) Công ty Cổ phần Đầu tư Infinity Group,(9) Công ty Cổ phần Đầu tư Infinity Group,(9) Công ty Cổ phần Đầu tư Infinity Group,(9) Công ty Cổ phần Đầu tư Infinity Group,(9) Công ty Cổ phần Đầu tư Infinity Group,121.257.345.000,,,,,,121257345000.0
- Hợp đồng cho vay số01/2020/HĐVT/IFG-STLngày 06/08/2020 và Phụlục số 02/PLHD/IFG-ST,(5) Ngân hàng TMCP Quân đội - Chi nhánh Điện Biên Phủ > - Hợp đồng cho vay số01/2020/HĐVT/IFG-STLngày 06/08/2020 và Phụlục số 02/PLHD/IFG-ST,- Hợp đồng cho vay số01/2020/HĐVT/IFG-STLngày 06/08/2020 và Phụlục số 02/PLHD/IFG-ST,100.000.000.000 VND,Đến ngày05/08/2024,Phát triển dự án đầu tư,"11,5%/năm",Tín chấp,91.257.345.000,,,,,,91257345000.0
