row_label_raw,row_label_full,col_0,col_1,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,Trong năm > TăngVND,Trong năm > GiảmVND,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,numeric__col_1,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND
a),a),a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,,
a),a) > a),a),Bên liên quan,1.850.000.000,-,25.190.000.000,16.350.000.000,10.690.000.000,-,,1850000000.0,,25190000000.0,16350000000.0,10690000000.0,
a),a) > a),a),- Công ty Cổ phần Liên doanhCảng Quốc tế Mỹ Thủy,1.850.000.000,-,-,1.850.000.000,-,-,,1850000000.0,,,1850000000.0,,
a),a) > a),a),- Công ty Cổ phần Phú Hữu Gia(1),-,-,25.190.000.000,14.500.000.000,10.690.000.000,-,,,,25190000000.0,14500000000.0,10690000000.0,
a),a) > a),a),Bên khác,64.124.014.443,-,18.841.300.000,2.594.014.443,80.371.300.000,-,,64124014443.0,,18841300000.0,2594014443.0,80371300000.0,
a),a) > a),a),- Công ty CP Nông lâm nghiệpTrường Thành (2),16.124.014.443,-,-,2.594.014.443,13.530.000.000,-,,16124014443.0,,,2594014443.0,13530000000.0,
a),a) > a),a),- Công ty CP Xuất nhập khẩuTổng hợp I Việt Nam (3),-,-,18.841.300.000,-,18.841.300.000,-,,,,18841300000.0,,18841300000.0,
a),a) > a),a),- Công ty Cổ phần CapellaGroup (4),48.000.000.000,-,-,-,48.000.000.000,-,,48000000000.0,,,,48000000000.0,
a),a) > a),a),,65.974.014.443,-,44.031.300.000,18.944.014.443,91.061.300.000,-,,65974014443.0,,44031300000.0,18944014443.0,91061300000.0,
b),b),b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,,,
b),b),b),Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,,,,
b),b) > b),b),- Công ty CP Xuất nhập khẩuTổng hợp I Việt Nam (3),18.841.300.000,-,-,18.841.300.000,-,-,,18841300000.0,,,18841300000.0,,
b),b) > b),b),,18.841.300.000,-,-,18.841.300.000,-,-,,18841300000.0,,,18841300000.0,,
