row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 > VND,Năm 2022 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 > VND,numeric__Năm 2022 > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận trước thuế,,62.884.077.555,40.627.811.078,,,62884077555.0,40627811078.0
,,,Điều chỉnh cho các khoản,,,,,,,
02,02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,42.515.553.818,54.504.474.771,,,42515553818.0,54504474771.0
03,03,03,Các khoản dự phòng,,(51.194.865.582),50.075.902.221,,,-51194865582.0,50075902221.0
04,04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,227.615.537,248.442.817,,,227615537.0,248442817.0
05,05,05,"Lãi, lỗ từ hoạt động đầu tư",,10.037.057.728,(6.468.997.270),,,10037057728.0,-6468997270.0
06,06,06,Chi phí lãi vay,,78.363.834.048,90.510.963.420,,,78363834048.0,90510963420.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,142.833.273.104,229.498.597.037,,,142833273104.0,229498597037.0
09,09,09,"Tăng, giảm các khoản phải thu",,413.541.331.718,(1.659.631.804.262),,,413541331718.0,-1659631804262.0
10,10,10,"Tăng, giảm hàng tồn kho",,13.394.907.388,(242.106.272.030),,,13394907388.0,-242106272030.0
11,11,11,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(437.846.679.918),2.181.254.640.885,,,-437846679918.0,2181254640885.0
12,12,12,"Tăng, giảm chi phí trả trước",,(4.843.681.818),(29.746.244.594),,,-4843681818.0,-29746244594.0
13,13,13,"Tăng, giảm chứng khoán kinh doanh",,178.869.408.288,70.063.210.935,,,178869408288.0,70063210935.0
14,14,14,Tiền lãi vay đã trả,,(43.783.831.959),(73.826.624.053),,,-43783831959.0,-73826624053.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(26.967.144.376),(37.952.835.079),,,-26967144376.0,-37952835079.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(3.262.628.357),(4.244.392.124),,,-3262628357.0,-4244392124.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,231.934.954.070,433.308.276.715,,,231934954070.0,433308276715.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(35.210.904.515),(61.510.287.573),,,-35210904515.0,-61510287573.0
22,22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,257.565.364,-,,,257565364.0,
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(25.190.000.000),(312.171.500.000),,,-25190000000.0,-312171500000.0
24,24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,21.443.014.443,333.840.100.535,,,21443014443.0,333840100535.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(12.612.500.000),(721.871.497.304),,,-12612500000.0,-721871497304.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,204.800.000.000,13.446.944.627,,,204800000000.0,13446944627.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,22.540.781.669,25.470.655.986,,,22540781669.0,25470655986.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,176.027.956.961,(722.795.583.729),,,176027956961.0,-722795583729.0
