row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2023 > VND,01/01/2023 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.985.823.553.060,2.633.964.634.288,,,1985823553060.0,2633964634288.0
310,310,310,I. Nợ ngắn hạn,,1.723.049.165.892,2.093.379.367.236,,,1723049165892.0,2093379367236.0
311,311,311,1. Phải trả người bán ngắn hạn,18,66.344.563.713,157.734.038.988,,18.0,66344563713.0,157734038988.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,49.123.782.352,14.620.627.179,,19.0,49123782352.0,14620627179.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,11.955.621.388,20.198.633.636,,20.0,11955621388.0,20198633636.0
314,314,314,4. Phải trả người lao động,,14.608.439.972,14.992.488.628,,,14608439972.0,14992488628.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,61.308.317.145,50.913.415.028,,21.0,61308317145.0,50913415028.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,2.484.643.733,2.888.200.746,,22.0,2484643733.0,2888200746.0
319,319,319,7. Phải trả ngắn hạn khác,23,458.920.478.952,667.677.795.655,,23.0,458920478952.0,667677795655.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,17,1.048.185.189.963,1.156.764.553.160,,17.0,1048185189963.0,1156764553160.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,10.118.128.674,7.589.614.216,,,10118128674.0,7589614216.0
330,330,330,II. Nợ dài hạn,,262.774.387.168,540.585.267.052,,,262774387168.0,540585267052.0
331,331,331,1. Phải trả người bán dài hạn,18,220.000.000,231.899.250,,18.0,220000000.0,231899250.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,22,78.670.251.646,72.792.870.140,,22.0,78670251646.0,72792870140.0
337,337,337,3. Phải trả dài hạn khác,23,16.205.531.384,183.134.509.622,,23.0,16205531384.0,183134509622.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,17,110.775.966.622,238.275.966.631,,17.0,110775966622.0,238275966631.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,36,56.902.637.516,46.150.021.409,,36.0,56902637516.0,46150021409.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.606.068.245.904,4.603.369.052.800,,,4606068245904.0,4603369052800.0
410,410,410,I. Vốn chủ sở hữu,24,4.606.068.245.904,4.603.369.052.800,,24.0,4606068245904.0,4603369052800.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.799.609.710.000,3.799.609.710.000,,,3799609710000.0,3799609710000.0
412,412,412,2. Thặng dư vốn cổ phần,,(374.324.139),(374.324.139),,,-374324139.0,-374324139.0
414,414,414,3. Vốn khác của chủ sở hữu,,39.231.559.483,40.802.559.483,,,39231559483.0,40802559483.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,,(2.890.407.801),(2.390.573.714),,,-2890407801.0,-2390573714.0
418,418,418,5. Quỹ đầu tư phát triển,,8.728.889.757,12.021.402.005,,,8728889757.0,12021402005.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,84.146.505.344,66.526.987.762,,,84146505344.0,66526987762.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,61.145.757.446,63.763.828.845,,,61145757446.0,63763828845.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,23.000.747.898,2.763.158.917,,,23000747898.0,2763158917.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,677.616.313.260,687.173.291.403,,,677616313260.0,687173291403.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.591.891.798.964,7.237.333.687.088,,,6591891798964.0,7237333687088.0
