row_label_raw,row_label_full,col_0,col_1,31/12/2023,01/01/2023,numeric__col_1,numeric__31/12/2023,numeric__01/01/2023
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),"Chi phí sửa chữa, bảo trì TSCĐ",594.768.245,667.029.025,,594768245.0,667029025.0
a),a) > a),a),Công cụ dụng cụ xuất dùng,1.720.506.379,3.514.514.338,,1720506379.0,3514514338.0
a),a) > a),a),Các khoản khác,2.714.147.134,2.606.524.148,,2714147134.0,2606524148.0
a),a) > a),a),,5.029.421.758,6.788.067.511,,5029421758.0,6788067511.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),"Hoa hồng môi giới, chi phí bán hàng",11.303.016.072,11.626.545.746,,11303016072.0,11626545746.0
b),b) > b),b),Chi phí thuê đất (*),37.953.736.894,38.078.551.216,,37953736894.0,38078551216.0
b),b) > b),b),Công cụ dụng cụ xuất dùng,5.554.019.539,3.966.293.514,,5554019539.0,3966293514.0
b),b) > b),b),Chi phí sửa chữa,13.386.923.714,9.424.597.376,,13386923714.0,9424597376.0
b),b) > b),b),Các khoản khác,6.468.614.135,4.967.994.931,,6468614135.0,4967994931.0
,,,,74.666.310.354,68.063.982.783,,74666310354.0,68063982783.0
