row_label_raw,row_label_full,col_0,Quyền sử dụng đất (*),"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Cộng,numeric__Quyền sử dụng đất (*),"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.099.000.000,138.435.185.430,51.666.356.733,192.200.542.163,2099000000.0,138435185430.0,51666356733.0,192200542163.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.099.000.000,138.435.185.430,51.666.356.733,192.200.542.163,2099000000.0,138435185430.0,51666356733.0,192200542163.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,174.916.665,31.919.167.797,24.913.767.068,57.007.851.530,174916665.0,31919167797.0,24913767068.0,57007851530.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,46.644.444,3.134.381.557,2.201.896.643,5.382.922.644,46644444.0,3134381557.0,2201896643.0,5382922644.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,221.561.109,35.053.549.354,27.115.663.711,62.390.774.174,221561109.0,35053549354.0,27115663711.0,62390774174.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,1.924.083.335,106.516.017.633,26.752.589.665,135.192.690.633,1924083335.0,106516017633.0,26752589665.0,135192690633.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,1.877.438.891,103.381.636.076,24.550.693.022,129.809.767.989,1877438891.0,103381636076.0,24550693022.0,129809767989.0
