row_label_raw,row_label_full,col_0,1/1/2019Giá trị ghi sổ/Số có khả năngtrả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > Hoàn trảVND,31/12/2019Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2019Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > Hoàn trảVND,numeric__31/12/2019Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,1.000.000.000.000,,- 1.000.000.000.000,,1000000000000.0,,-1000000000000.0
Trái phiếu dài hạnđến hạn trả,Trái phiếu dài hạnđến hạn trả,Trái phiếu dài hạnđến hạn trả,2.990.000.000.000,-,(2.990.000.000.000),-,2990000000000.0,,-2990000000000.0,
,,,2.990.000.000.000,1.000.000.000.000,(2.990.000.000.000),1.000.000.000.000,2990000000000.0,1000000000000.0,-2990000000000.0,1000000000000.0
