row_label_raw,row_label_full,col_0,% sở hữu,% quyền biểu quyết,31/12/2019 > Giá gốc VND,31/12/2019 > Dự phòng VND,31/12/2019 > Giá trị hợp lý VND,% sở hữu_1,% quyền biểu quyết_1,1/1/2019 > Giá gốc VND,1/1/2019 > Dự phòng VND,1/1/2019 > Giá trị hợp lý VND,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2019 > Giá gốc VND,numeric__31/12/2019 > Dự phòng VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__% sở hữu_1,numeric__% quyền biểu quyết_1,numeric__1/1/2019 > Giá gốc VND,numeric__1/1/2019 > Dự phòng VND,numeric__1/1/2019 > Giá trị hợp lý VND
▪ Công ty TNHH MasanConsumerHoldings (“MCH”),▪ Công ty TNHH MasanConsumerHoldings (“MCH”),▪ Công ty TNHH MasanConsumerHoldings (“MCH”),"85,7%","85,7%",516.600.000.000,-,(***),"85,7%","85,7%",516.600.000.000,-,(***),0.857,0.857,516600000000.0,,,0.857,0.857,516600000000.0,,
▪ Công ty TNHH Tàm nhìn Masan (“MH”),▪ Công ty TNHH Tàm nhìn Masan (“MH”),▪ Công ty TNHH Tàm nhìn Masan (“MH”),"99,9%","99,9%",13.737.200.000.000,-,(***),"99,9%","99,9%",11.950.000.000.000,-,(***),0.9990000000000001,0.9990000000000001,13737200000000.0,,,0.9990000000000001,0.9990000000000001,11950000000000.0,,
▪ Công ty Cổ phần Masan MEATLife (trước đây là Công ty Cổ phần Masan Nutri-Science) (“MML”) (*),▪ Công ty Cổ phần Masan MEATLife (trước đây là Công ty Cổ phần Masan Nutri-Science) (“MML”) (*),▪ Công ty Cổ phần Masan MEATLife (trước đây là Công ty Cổ phần Masan Nutri-Science) (“MML”) (*),"79,3%","79,3%",2.030.991.202.463,-,16.978.379.154.000,"80,8%","80,8%",1.915.915.864.410,-,(***),0.7929999999999999,0.7929999999999999,2030991202463.0,,16978379154000.0,0.8079999999999999,0.8079999999999999,1915915864410.0,,
▪ Công ty Cổ phần Phát triển Thương mại và Dịch vụ VCM (“VCM”) (**),▪ Công ty Cổ phần Phát triển Thương mại và Dịch vụ VCM (“VCM”) (**),▪ Công ty Cổ phần Phát triển Thương mại và Dịch vụ VCM (“VCM”) (**),"83,7%","83,7%",12.860.719.019.892,-,(***),-,-,-,-,(***),0.8370000000000001,0.8370000000000001,12860719019892.0,,,,,,,
,,,,,29.145.510.222.355,-,(***),,,14.382.515.864.410,-,(***),,,29145510222355.0,,,,,14382515864410.0,,
