row_label_raw,row_label_full,col_0,Số cuối năm(Cổ phiếu),Số đầu năm(Cổ phiếu),numeric__Số cuối năm(Cổ phiếu),numeric__Số đầu năm(Cổ phiếu)
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,274.744.063,233.090.428,274744063.0,233090428.0
- Số lượng cổ phiếu phổ thông,- Số lượng cổ phiếu phổ thông,- Số lượng cổ phiếu phổ thông,274.744.063,233.090.428,274744063.0,233090428.0
- Số lượng cổ phiếu wu đãi,- Số lượng cổ phiếu wu đãi,- Số lượng cổ phiếu wu đãi,-,-,,
Số lượng cổ phiếu quỹ,- Số lượng cổ phiếu wu đãi > Số lượng cổ phiếu quỹ,Số lượng cổ phiếu quỹ,5.000.000,-,5000000.0,
Số lượng cổ phiếu đang lưu hành,- Số lượng cổ phiếu wu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,269.744.063,233.090.428,269744063.0,233090428.0
