row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,15,907.200.407.575,1.803.858.644.342,1.0,15.0,907200407575.0,1803858644342.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10= 01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10= 01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10= 01-02),10,,907.200.407.575,1.803.858.644.342,10.0,,907200407575.0,1803858644342.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,16,822.525.182.035,1.531.245.612.621,11.0,16.0,822525182035.0,1531245612621.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,84.675.225.540,272.613.031.721,20.0,,84675225540.0,272613031721.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,17,77.913.032.324,82.061.155.915,21.0,17.0,77913032324.0,82061155915.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,18,1.530.993.901,15.120.370.969,22.0,18.0,1530993901.0,15120370969.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,487.500.000,7.167.302.382,23.0,,487500000.0,7167302382.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,,5.949.481.410,(6.063.995.804),25.0,,5949481410.0,-6063995804.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,,3.723.485.967,8.166.218.852,26.0,,3723485967.0,8166218852.0
10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,151.384.296.586,337.451.593.619,30.0,,151384296586.0,337451593619.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,20.668.252.611,5.646.403.552,31.0,,20668252611.0,5646403552.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,917.239.694,1.098.979.842,32.0,,917239694.0,1098979842.0
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,19,19.751.012.917,4.547.423.710,40.0,19.0,19751012917.0,4547423710.0
14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,171.135.309.503,341.999.017.329,50.0,,171135309503.0,341999017329.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,20,15.056.685.117,5.198.088.373,51.0,20.0,15056685117.0,5198088373.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50 - 51),60,,156.078.624.386,336.800.928.956,60.0,,156078624386.0,336800928956.0
