row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
"Chuyển nhượng quyền sử dụng đất, bất động sản","Tổng doanh thu > Chuyển nhượng quyền sử dụng đất, bất động sản","Chuyển nhượng quyền sử dụng đất, bất động sản",112.735.886.015,646.841.752.609,112735886015.0,646841752609.0
Dịch vụ môi giới,Tổng doanh thu > Dịch vụ môi giới,Dịch vụ môi giới,8.811.848.412,3.545.130.544,8811848412.0,3545130544.0
Cho thuê văn phòng,Tổng doanh thu > Cho thuê văn phòng,Cho thuê văn phòng,13.805.697.152,19.907.893.480,13805697152.0,19907893480.0
Bán vật liệu xây dựng,Tổng doanh thu > Bán vật liệu xây dựng,Bán vật liệu xây dựng,3.167.144.898,26.227.153.174,3167144898.0,26227153174.0
Dịch vụ khác,Tổng doanh thu > Dịch vụ khác,Dịch vụ khác,20.377.112.494,14.952.776.703,20377112494.0,14952776703.0
Doanh thu gộp,Tổng doanh thu > Doanh thu gộp,Doanh thu gộp,158.897.688.971,711.474.706.510,158897688971.0,711474706510.0
Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Trừ đi các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,-,(23.014.358.140),,-23014358140.0
Doanh thu thuần,Trừ đi các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,158.897.688.971,688.460.348.370,158897688971.0,688460348370.0
