row_label_raw,row_label_full,col_0,1/1/2015 > Giá trị ghi số VND,1/1/2015 > Số có khả năng trả nợ VND,1/1/2015 > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Giảm do bán công ty con (Thuyết minh 7(a)) VND,31/12/2015 > Giá trị ghi số VND,31/12/2015 > Số có khả năng trả nợ VND,numeric__1/1/2015 > Giá trị ghi số VND,numeric__1/1/2015 > Số có khả năng trả nợ VND,numeric__1/1/2015 > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Giảm do bán công ty con (Thuyết minh 7(a)) VND,numeric__31/12/2015 > Giá trị ghi số VND,numeric__31/12/2015 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,478.030.512.378,478.030.512.378,713.956.601.826,(1.107.713.259.562),(11.000.000.000),73.273.854.642,73.273.854.642,478030512378.0,478030512378.0,713956601826.0,-1107713259562.0,-11000000000.0,73273854642.0,73273854642.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,141.150.008.000,141.150.008.000,546.141.950.126,(639.938.856.153),-,47.353.101.973,47.353.101.973,141150008000.0,141150008000.0,546141950126.0,-639938856153.0,,47353101973.0,47353101973.0
Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,262.089.672,262.089.672,262.089.672,(262.089.672),-,262.089.672,262.089.672,262089672.0,262089672.0,262089672.0,-262089672.0,,262089672.0,262089672.0
,,,619.442.610.050,619.442.610.050,.260.360.641.624,(1.747.914.205.387),(11.000.000.000),120.889.046.287,120.889.046.287,619442610050.0,619442610050.0,260360641624.0,-1747914205387.0,-11000000000.0,120889046287.0,120889046287.0
