row_label_raw,row_label_full,Tên công ty liên kết,Hoạt động chính,Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 31/12/2015,Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 1/1/2015,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 31/12/2015,numeric__Tỷ lệ lợi ích do Công ty nấm giữ tại ngày > 1/1/2015
Công ty Cổ phần Địa ốc Dũng Anh,Công ty Cổ phần Địa ốc Dũng Anh,Công ty Cổ phần Địa ốc Dũng Anh,Dịch vụ,"25,00%","25,00%",,0.25,0.25
Công ty Cổ phần Đầu tư An Phước Gia (iv),Công ty Cổ phần Đầu tư An Phước Gia (iv),Công ty Cổ phần Đầu tư An Phước Gia (iv),"Thương mại, dịch vụ",-,"39,61%",,,0.3961
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh (v),Công ty Cổ phần Đầu tư Xây dựng Hùng Anh (v),Công ty Cổ phần Đầu tư Xây dựng Hùng Anh (v),Bắt động sản,-,"31,82%",,,0.3182
Công ty Cổ phần May Tiến Phát (xem Thuyết minh 7(a)),Công ty Cổ phần May Tiến Phát (xem Thuyết minh 7(a)),Công ty Cổ phần May Tiến Phát (xem Thuyết minh 7(a)),Bắt động sản,"23,31%",-,,0.23309999999999997,
Công ty Cổ phần Đầu tư Xây dựng Idico – Long An (vi),Công ty Cổ phần Đầu tư Xây dựng Idico – Long An (vi),Công ty Cổ phần Đầu tư Xây dựng Idico – Long An (vi),Bắt động sản,"24,00%",-,,0.24,
