row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2015VND,2014VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Địa ốc Dũng Anh,Công ty Cổ phần Địa ốc Dũng Anh,Công ty Cổ phần Địa ốc Dũng Anh,Công ty Cổ phần Địa ốc Dũng Anh,Công ty Cổ phần Địa ốc Dũng Anh,,
Vốn góp,Công ty Cổ phần Địa ốc Dũng Anh > Vốn góp,Vốn góp,870.000.000,187.000.000,870000000.0,187000000.0
Cho vay,Công ty Cổ phần Địa ốc Dũng Anh > Cho vay,Cho vay,465.000.000,310.000.000,465000000.0,310000000.0
Thu nhập lãi cho vay,Công ty Cổ phần Địa ốc Dũng Anh > Thu nhập lãi cho vay,Thu nhập lãi cho vay,29.863.333,14.619.556,29863333.0,14619556.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,Công ty Cổ phần Đầu tư An Phước Gia,,
Mua cổ phần của Công ty Cổ phần May Tiến Phát,Công ty Cổ phần Đầu tư An Phước Gia > Mua cổ phần của Công ty Cổ phần May Tiến Phát,Mua cổ phần của Công ty Cổ phần May Tiến Phát,3.500.000.000,-,3500000000.0,
Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng,Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng,Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng,Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng,Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng,,
Hùng Anh,Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng > Hùng Anh,Hùng Anh,73.500.000.000,-,73500000000.0,
Cho vay,Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng > Cho vay,Cho vay,240.996.590.000,-,240996590000.0,
Thu nhập lãi cho vay,Bán cổ phần của Công ty Cổ phần Đầu tư Xây dựng > Thu nhập lãi cho vay,Thu nhập lãi cho vay,11.309.697.033,36.013.122.806,11309697033.0,36013122806.0
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,,
Bán cổ phần của Công ty Cổ phần May Tiến Phát,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh > Bán cổ phần của Công ty Cổ phần May Tiến Phát,Bán cổ phần của Công ty Cổ phần May Tiến Phát,173.400.000.000,-,173400000000.0,
Cho vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh > Cho vay,Cho vay,48.500.000.000,235.272.000.000,48500000000.0,235272000000.0
Thu nhập lãi cho vay,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh > Thu nhập lãi cho vay,Thu nhập lãi cho vay,18.261.221.072,16.558.163.066,18261221072.0,16558163066.0
Công ty Cổ phần Đầu tư Bất động sản Sài Gòn,Công ty Cổ phần Đầu tư Bất động sản Sài Gòn,Công ty Cổ phần Đầu tư Bất động sản Sài Gòn,Công ty Cổ phần Đầu tư Bất động sản Sài Gòn,Công ty Cổ phần Đầu tư Bất động sản Sài Gòn,,
Thương Tín Tân Thắng,Thương Tín Tân Thắng,Thương Tín Tân Thắng,Thương Tín Tân Thắng,Thương Tín Tân Thắng,,
Mua dịch vụ,Thương Tín Tân Thắng > Mua dịch vụ,Mua dịch vụ,275.765.760,1.844.788.827,275765760.0,1844788827.0
Công ty Cổ phần Sản xuất Thương mại Thành Thành Công,Công ty Cổ phần Sản xuất Thương mại Thành Thành Công,Công ty Cổ phần Sản xuất Thương mại Thành Thành Công,Công ty Cổ phần Sản xuất Thương mại Thành Thành Công,Công ty Cổ phần Sản xuất Thương mại Thành Thành Công,,
Phí thuê,Công ty Cổ phần Sản xuất Thương mại Thành Thành Công > Phí thuê,Phí thuê,859.328.160,-,859328160.0,
