row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2015,Địa chỉ,Số lượng,% lợi ích kinh tế,% quyền biểu quyết,Giá trị ghi sổ VND,Dự phòng VND,Giá trị hợp lý VND,numeric__Địa chỉ,numeric__Số lượng,numeric__% lợi ích kinh tế,numeric__% quyền biểu quyết,numeric__Giá trị ghi sổ VND,numeric__Dự phòng VND,numeric__Giá trị hợp lý VND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,,,
▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,,,,,,,
• Công ty Cổ phần Địa ốc Dũng Anh,▪ Công ty liên kết > • Công ty Cổ phần Địa ốc Dũng Anh,• Công ty Cổ phần Địa ốc Dũng Anh,"278 Nam Kỳ Khởi Nghĩa, Phường 8,Quận 3, Thành phố Hồ Chí Minh",2.476.150,"25,00%","25,00%",22.380.323.462,-,(*),,2476150.0,0.25,0.25,22380323462.0,,
• Công ty Cổ phần May Tiến Phát(Thuyết minh 7(a)),▪ Công ty liên kết > • Công ty Cổ phần May Tiến Phát(Thuyết minh 7(a)),• Công ty Cổ phần May Tiến Phát(Thuyết minh 7(a)),"171A Hoàng Hoa Thám, Phường 13,Quận Tân Bình, Thành phố Hồ Chí Minh",6.096.000,"15,33%","23,31%",108.297.115.895,-,(*),,6096000.0,0.1533,0.23309999999999997,108297115895.0,,
• Công ty Cổ phần Đầu tư Xây dựng Idico -Long An (Thuyết minh 1(d)(vi)),▪ Công ty liên kết > • Công ty Cổ phần Đầu tư Xây dựng Idico -Long An (Thuyết minh 1(d)(vi)),• Công ty Cổ phần Đầu tư Xây dựng Idico -Long An (Thuyết minh 1(d)(vi)),"544 Quốc lộ 1, Xã 4, Thị trấn Tân An,Tỉnh Long An",2.052.000,"24,00%","24,00%",53.368.662.102,-,(*),,2052000.0,0.24,0.24,53368662102.0,,
,,,,,,,184.046.101.459,-,,,,,,184046101459.0,,
