row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Đô La Mỹ (USD),Đô La Mỹ (USD),Đô La Mỹ (USD),5.341.665,2.764.228,5341665.0,2764228.0
Euro (EUR),Euro (EUR),Euro (EUR),32.547,31.065,32547.0,31065.0
Tài sản thuê ngoài,Tài sản thuê ngoài,Tài sản thuê ngoài,Tài sản thuê ngoài,Tài sản thuê ngoài,,
,,,Số cuối năm,Số đầu năm,,
,,,VND,VND,,
Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn,,
Trong vòng một năm,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn > Trong vòng một năm,Trong vòng một năm,23.225.837.580,22.569.579.270,23225837580.0,22569579270.0
Từ năm thứ hai đến năm thứ năm,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn > Từ năm thứ hai đến năm thứ năm,Từ năm thứ hai đến năm thứ năm,92.903.350.320,90.278.317.080,92903350320.0,90278317080.0
Sau năm năm,Tổng số tiền thuê tối thiểu trong tương lai của hợp đồng thuê hoạt động tài sản không hủy ngang theo các thời hạn > Sau năm năm,Sau năm năm,464.516.751.600,473.961.164.670,464516751600.0,473961164670.0
,,,580.645.939.500,586.809.061.020,580645939500.0,586809061020.0
