row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc,Máy móc và thiết bị,Phương tiện vận tải,Thiết bị văn phòng,Tài sản cố định hữu hình khác,Tổng,numeric__Nhà cửa và vật kiến trúc,numeric__Máy móc và thiết bị,numeric__Phương tiện vận tải,numeric__Thiết bị văn phòng,numeric__Tài sản cố định hữu hình khác,numeric__Tổng
,,,VND,VND,VND,VND,VND,VND,,,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,2.193.248.219.374,8.188.685.904.047,56.386.914.021,229.611.128.289,625.001.842.323,11.292.934.008.054,2193248219374.0,8188685904047.0,56386914021.0,229611128289.0,625001842323.0,11292934008054.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,46.971.000.699,16.556.194.049,2.782.030.433,28.681.059.045,364.788.615,95.355.072.841,46971000699.0,16556194049.0,2782030433.0,28681059045.0,364788615.0,95355072841.0
"Thanh lý, nhượng bán","NGUYÊN GIÁ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(4.251.304.844),(3.592.822.000),(5.193.898.255),(280.206.250),(13.318.231.349),,-4251304844.0,-3592822000.0,-5193898255.0,-280206250.0,-13318231349.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,2.240.219.220.073,8.200.990.793.252,55.576.122.454,253.098.289.079,625.086.424.688,11.374.970.849.546,2240219220073.0,8200990793252.0,55576122454.0,253098289079.0,625086424688.0,11374970849546.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,1.500.170.426.479,6.654.283.506.312,52.775.041.952,204.246.616.453,463.239.298.025,8.874.714.889.221,1500170426479.0,6654283506312.0,52775041952.0,204246616453.0,463239298025.0,8874714889221.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,81.505.378.660,257.012.402.330,752.669.911,13.069.656.660,21.392.727.311,373.732.834.872,81505378660.0,257012402330.0,752669911.0,13069656660.0,21392727311.0,373732834872.0
"Thanh lý, nhượng bán","GIÁ TRỊ HAO MÒN LỦY KẾ > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(4.209.894.657),(3.592.822.000),(5.193.898.272),(280.206.250),(13.276.821.179),,-4209894657.0,-3592822000.0,-5193898272.0,-280206250.0,-13276821179.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,1.581.675.805.139,6.907.086.013.985,49.934.889.863,212.122.374.841,484.351.819.086,9.235.170.902.914,1581675805139.0,6907086013985.0,49934889863.0,212122374841.0,484351819086.0,9235170902914.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,693.077.792.895,1.534.402.397.735,3.611.872.069,25.364.511.836,161.762.544.298,2.418.219.118.833,693077792895.0,1534402397735.0,3611872069.0,25364511836.0,161762544298.0,2418219118833.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,658.543.414.934,1.293.904.779.267,5.641.232.591,40.975.914.238,140.734.605.602,2.139.799.946.632,658543414934.0,1293904779267.0,5641232591.0,40975914238.0,140734605602.0,2139799946632.0
