row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,a. Hàng tồn kho,,,,
Hàng mua đang đi đường,a. Hàng tồn kho > Hàng mua đang đi đường,Hàng mua đang đi đường,69.577.389.222,-,267.561.155.169,-,69577389222.0,,267561155169.0,
"Nguyên liệu, vật liệu","a. Hàng tồn kho > Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",309.731.169.770,(73.056.320),735.311.999.640,(290.262.998),309731169770.0,-73056320.0,735311999640.0,-290262998.0
"Công cụ, dụng cụ","a. Hàng tồn kho > Công cụ, dụng cụ","Công cụ, dụng cụ",5.298.243.692,-,3.668.088.026,-,5298243692.0,,3668088026.0,
"Chi phí sản xuất, kinh doanh đó dang","a. Hàng tồn kho > Chi phí sản xuất, kinh doanh đó dang","Chi phí sản xuất, kinh doanh đó dang",75.589.098.796,-,273.058.515.880,-,75589098796.0,,273058515880.0,
Thành phẩm,a. Hàng tồn kho > Thành phẩm,Thành phẩm,1.090.432.350.124,(22.332.360.042),1.663.573.648.274,(60.974.125.854),1090432350124.0,-22332360042.0,1663573648274.0,-60974125854.0
Hàng hoá,a. Hàng tồn kho > Hàng hoá,Hàng hoá,262.595.186.288,-,671.928.871.661,(128.004.163.397),262595186288.0,,671928871661.0,-128004163397.0
,,,1.813.223.437.892,(22.405.416.362),3.615.102.278.650,(189.268.552.249),1813223437892.0,-22405416362.0,3615102278650.0,-189268552249.0
"b. Thiết bị, vật tư, phụ tùng thay thế dài hạn","a. Hàng tồn kho > b. Thiết bị, vật tư, phụ tùng thay thế dài hạn","b. Thiết bị, vật tư, phụ tùng thay thế dài hạn",129.152.858.473,-,150.228.832.256,-,129152858473.0,,150228832256.0,
Tổng cộng,a. Hàng tồn kho > Tổng cộng,Tổng cộng,1.942.376.296.365,(22.405.416.362),3.765.331.110.906,(189.268.552.249),1942376296365.0,-22405416362.0,3765331110906.0,-189268552249.0
