row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,11.782.317.454.118,16.622.736.226.086,,1.0,,11782317454118.0,16622736226086.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,26,212.599.625.509,157.967.795.350,,2.0,26.0,212599625509.0,157967795350.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,26,11.569.717.828.609,16.464.768.430.736,,10.0,26.0,11569717828609.0,16464768430736.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,26,10.166.978.905.390,9.003.934.350.186,,11.0,26.0,10166978905390.0,9003934350186.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.402.738.923.219,7.460.834.080.550,,20.0,,1402738923219.0,7460834080550.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,28,514.154.297.322,442.796.721.799,,21.0,28.0,514154297322.0,442796721799.0
7.,7.,7.,Chi phí tài chính,22,29,67.781.225.733,81.865.010.414,,22.0,29.0,67781225733.0,81865010414.0
,,,- Trong đó: Chi phí lãi vay,23,,47.619.555.435,61.534.621.526,,23.0,,47619555435.0,61534621526.0
8.,8.,8.,Chi phí bán hàng,25,30,710.286.850.451,844.472.321.427,,25.0,30.0,710286850451.0,844472321427.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,30,429.680.915.830,484.612.685.216,,26.0,30.0,429680915830.0,484612685216.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,709.144.228.527,6.492.680.785.292,,30.0,,709144228527.0,6492680785292.0
11.,11.,11.,Thu nhập khác,31,,8.786.705.678,16.069.847.262,,31.0,,8786705678.0,16069847262.0
12.,12.,12.,Chi phí khác,32,,9.153.062.731,1.945.364.179,,32.0,,9153062731.0,1945364179.0
13.,13.,13.,(Lỗ)/lợi nhuận khác (40=31-32),40,,(366.357.053),14.124.483.083,,40.0,,-366357053.0,14124483083.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,708.777.871.474,6.506.805.268.375,,50.0,,708777871474.0,6506805268375.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,24.328.423.358,1.105.712.654.413,,51.0,31.0,24328423358.0,1105712654413.0
16.,16.,16.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,31,115.711.367.371,(109.604.973.591),,52.0,31.0,115711367371.0,-109604973591.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,568.738.080.745,5.510.697.587.553,,60.0,,568738080745.0,5510697587553.0
