row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,708.777.871.474,6.506.805.268.375,,1.0,708777871474.0,6506805268375.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,
,,,Khẩu hao tài sản cố định và bắt động sản đầu tư,02,394.327.941.371,503.776.378.828,,2.0,394327941371.0,503776378828.0
,,,Các khoản dự phòng,03,(423.204.632.982),379.111.591.681,,3.0,-423204632982.0,379111591681.0
,,,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,764.179.887,4.498.230.435,,4.0,764179887.0,4498230435.0
,,,Lãi từ hoạt động đầu tư,05,(506.324.436.242),(408.337.507.809),,5.0,-506324436242.0,-408337507809.0
,,,Chi phí lãi vay,06,47.619.555.435,61.534.621.526,,6.0,47619555435.0,61534621526.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,221.960.478.943,7.047.388.583.036,,8.0,221960478943.0,7047388583036.0
,,,"Tăng, giảm các khoản phải thu",09,(31.269.827.495),98.567.128.998,,9.0,-31269827495.0,98567128998.0
,,,"Tăng, giảm hàng tồn kho",10,1.822.954.814.541,(1.232.157.664.214),,10.0,1822954814541.0,-1232157664214.0
,,,"Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(575.119.241.508),510.176.671.050,,11.0,-575119241508.0,510176671050.0
,,,"Tăng, giảm chi phí trả trước",12,(23.858.742.752),(25.339.248.444),,12.0,-23858742752.0,-25339248444.0
,,,Tiền lãi vay đã trả,14,(73.355.628.572),(61.669.540.469),,14.0,-73355628572.0,-61669540469.0
,,,Thuế thu nhập doanh nghiệp đã nộp,15,(335.670.056.362),(1.155.893.778.102),,15.0,-335670056362.0,-1155893778102.0
,,,Tiền chi khác cho hoạt động kinh doanh,17,(214.151.427.532),(237.343.440.236),,17.0,-214151427532.0,-237343440236.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,791.490.369.263,4.943.728.711.619,,20.0,791490369263.0,4943728711619.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(232.102.371.410),(72.998.283.681),,21.0,-232102371410.0,-72998283681.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,329.999.983,2.494.306.734,,22.0,329999983.0,2494306734.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(9.615.000.000.000),(11.790.000.000.000),,23.0,-9615000000000.0,-11790000000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,11.110.000.000.000,8.345.000.000.000,,24.0,11110000000000.0,8345000000000.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cố tức và lợi nhuận được chia",27,465.095.288.120,345.711.346.277,,27.0,465095288120.0,345711346277.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.728.322.916.693,(3.169.792.630.670),,30.0,1728322916693.0,-3169792630670.0
