row_label_raw,row_label_full,Số cuối năm > Nguyên giá,Số cuối năm > Hao mòn lũy kế,Số cuối năm > Giá trị còn lại,Số đầu năm > Nguyên giá,Số đầu năm > Hao mòn lũy kế,Số đầu năm > Giá trị còn lại,numeric__Số cuối năm > Hao mòn lũy kế,numeric__Số cuối năm > Giá trị còn lại,numeric__Số đầu năm > Nguyên giá,numeric__Số đầu năm > Hao mòn lũy kế,numeric__Số đầu năm > Giá trị còn lại
VND,VND,VND,VND,VND,VND,VND,VND,,,,,
90.358.442.144,VND > 90.358.442.144,90.358.442.144,24.097.962.643,66.260.479.501,90.358.442.144,22.512.336.643,67.846.105.501,24097962643.0,66260479501.0,90358442144.0,22512336643.0,67846105501.0
157.460.134.120,VND > 157.460.134.120,157.460.134.120,72.301.933.250,85.158.200.870,157.460.134.120,67.009.210.926,90.450.923.194,72301933250.0,85158200870.0,157460134120.0,67009210926.0,90450923194.0
70.134.965.938,VND > 70.134.965.938,70.134.965.938,31.097.000.738,39.037.965.200,70.134.965.938,28.291.602.101,41.843.363.837,31097000738.0,39037965200.0,70134965938.0,28291602101.0,41843363837.0
317.953.542.202,VND > 317.953.542.202,317.953.542.202,127.496.896.631,190.456.645.571,317.953.542.202,117.813.149.670,200.140.392.532,127496896631.0,190456645571.0,317953542202.0,117813149670.0,200140392532.0
